CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,F991,F992,F993,F994,F995
76352,E00016250,E00016250,Output Areas and Small Areas,OASA,89,47,4,1,0
76353,E00016252,E00016252,Output Areas and Small Areas,OASA,89,67,8,0,0
76354,E00016253,E00016253,Output Areas and Small Areas,OASA,71,46,9,5,1
76355,E00016254,E00016254,Output Areas and Small Areas,OASA,45,45,11,6,0
76356,E00016255,E00016255,Output Areas and Small Areas,OASA,47,44,10,0,0
76357,E00016256,E00016256,Output Areas and Small Areas,OASA,41,56,22,2,0
76358,E00016257,E00016257,Output Areas and Small Areas,OASA,48,71,25,2,1
76359,E00016258,E00016258,Output Areas and Small Areas,OASA,35,63,28,5,1
76360,E00016259,E00016259,Output Areas and Small Areas,OASA,52,55,20,2,1
76361,E00016260,E00016260,Output Areas and Small Areas,OASA,35,70,24,8,2
76362,E00016261,E00016261,Output Areas and Small Areas,OASA,35,61,20,1,2
76363,E00016262,E00016262,Output Areas and Small Areas,OASA,41,51,17,0,1
76364,E00016263,E00016263,Output Areas and Small Areas,OASA,42,35,16,5,1
76365,E00016264,E00016264,Output Areas and Small Areas,OASA,22,55,31,4,3
76366,E00016265,E00016265,Output Areas and Small Areas,OASA,72,93,17,2,2
76367,E00016266,E00016266,Output Areas and Small Areas,OASA,35,63,25,7,2
76368,E00016267,E00016267,Output Areas and Small Areas,OASA,31,47,20,3,1
76369,E00016268,E00016268,Output Areas and Small Areas,OASA,65,64,30,10,1
76370,E00016269,E00016269,Output Areas and Small Areas,OASA,31,57,32,4,1
76371,E00016270,E00016270,Output Areas and Small Areas,OASA,20,41,25,11,3
76372,E00016271,E00016271,Output Areas and Small Areas,OASA,33,75,29,9,2
76373,E00016272,E00016272,Output Areas and Small Areas,OASA,43,55,27,5,1
76374,E00016273,E00016273,Output Areas and Small Areas,OASA,34,50,30,15,3
76375,E00016274,E00016274,Output Areas and Small Areas,OASA,47,52,15,2,0
76376,E00016275,E00016275,Output Areas and Small Areas,OASA,77,63,13,3,3
76377,E00016276,E00016276,Output Areas and Small Areas,OASA,83,59,6,1,1
76378,E00016277,E00016277,Output Areas and Small Areas,OASA,49,55,13,5,2
76379,E00016278,E00016278,Output Areas and Small Areas,OASA,37,44,17,5,1
76380,E00016279,E00016279,Output Areas and Small Areas,OASA,37,51,16,7,1
76381,E00016280,E00016280,Output Areas and Small Areas,OASA,28,52,20,2,0
76382,E00016281,E00016281,Output Areas and Small Areas,OASA,43,71,20,1,0
76383,E00016282,E00016282,Output Areas and Small Areas,OASA,57,63,20,5,0
76384,E00016283,E00016283,Output Areas and Small Areas,OASA,37,80,12,4,2
76385,E00016284,E00016284,Output Areas and Small Areas,OASA,32,44,27,8,3
76386,E00016285,E00016285,Output Areas and Small Areas,OASA,42,46,20,2,0
76387,E00016286,E00016286,Output Areas and Small Areas,OASA,37,68,26,4,1
76388,E00016287,E00016287,Output Areas and Small Areas,OASA,40,51,24,3,0
76389,E00016288,E00016288,Output Areas and Small Areas,OASA,63,97,16,2,1
76390,E00016289,E00016289,Output Areas and Small Areas,OASA,49,54,19,3,0
76391,E00016290,E00016290,Output Areas and Small Areas,OASA,48,57,14,3,0
76392,E00016291,E00016291,Output Areas and Small Areas,OASA,97,52,14,4,0
76393,E00016292,E00016292,Output Areas and Small Areas,OASA,34,54,13,5,1
76394,E00016293,E00016293,Output Areas and Small Areas,OASA,39,52,30,2,0
76395,E00016294,E00016294,Output Areas and Small Areas,OASA,35,47,29,9,1
76396,E00016295,E00016295,Output Areas and Small Areas,OASA,37,77,15,4,2
76397,E00016296,E00016296,Output Areas and Small Areas,OASA,44,56,14,5,1
76398,E00016297,E00016297,Output Areas and Small Areas,OASA,59,54,20,4,1
76399,E00016298,E00016298,Output Areas and Small Areas,OASA,26,70,33,6,4
76400,E00016299,E00016299,Output Areas and Small Areas,OASA,42,68,25,2,1
76401,E00016300,E00016300,Output Areas and Small Areas,OASA,87,54,3,4,0
76402,E00016301,E00016301,Output Areas and Small Areas,OASA,51,86,19,4,2
76403,E00016302,E00016302,Output Areas and Small Areas,OASA,48,60,12,0,0
76404,E00016303,E00016303,Output Areas and Small Areas,OASA,68,78,15,1,0
76405,E00016304,E00016304,Output Areas and Small Areas,OASA,69,73,14,0,0
76406,E00016305,E00016305,Output Areas and Small Areas,OASA,57,46,10,3,0
76407,E00016306,E00016306,Output Areas and Small Areas,OASA,98,56,14,2,0
76408,E00016307,E00016307,Output Areas and Small Areas,OASA,98,53,12,3,0
76409,E00016308,E00016308,Output Areas and Small Areas,OASA,75,60,10,0,0
76410,E00016309,E00016309,Output Areas and Small Areas,OASA,68,60,14,4,0
76411,E00016310,E00016310,Output Areas and Small Areas,OASA,23,54,11,3,0
76412,E00016311,E00016311,Output Areas and Small Areas,OASA,45,64,14,3,0
76413,E00016312,E00016312,Output Areas and Small Areas,OASA,67,51,19,1,2
76414,E00016313,E00016313,Output Areas and Small Areas,OASA,56,38,9,2,1
76415,E00016314,E00016314,Output Areas and Small Areas,OASA,74,43,10,1,1
76416,E00016315,E00016315,Output Areas and Small Areas,OASA,94,82,14,4,0
76417,E00016316,E00016316,Output Areas and Small Areas,OASA,25,60,26,5,3
76418,E00016317,E00016317,Output Areas and Small Areas,OASA,41,60,12,5,1
76419,E00016318,E00016318,Output Areas and Small Areas,OASA,43,68,14,2,0
76420,E00016319,E00016319,Output Areas and Small Areas,OASA,74,41,4,0,1
76421,E00016320,E00016320,Output Areas and Small Areas,OASA,43,70,9,0,0
76422,E00016321,E00016321,Output Areas and Small Areas,OASA,97,42,17,2,1
76423,E00016322,E00016322,Output Areas and Small Areas,OASA,91,69,7,1,0
76424,E00016323,E00016323,Output Areas and Small Areas,OASA,46,54,12,2,0
76425,E00016324,E00016324,Output Areas and Small Areas,OASA,82,68,9,1,1
76426,E00016325,E00016325,Output Areas and Small Areas,OASA,90,43,8,0,1
76427,E00016326,E00016326,Output Areas and Small Areas,OASA,37,66,16,4,1
76428,E00016327,E00016327,Output Areas and Small Areas,OASA,52,62,9,1,0
76429,E00016328,E00016328,Output Areas and Small Areas,OASA,52,66,8,0,0
76430,E00016329,E00016329,Output Areas and Small Areas,OASA,57,72,9,4,2
76431,E00016330,E00016330,Output Areas and Small Areas,OASA,62,45,10,0,0
76432,E00016331,E00016331,Output Areas and Small Areas,OASA,47,69,16,3,2
76433,E00016332,E00016332,Output Areas and Small Areas,OASA,40,74,25,6,3
76434,E00016333,E00016333,Output Areas and Small Areas,OASA,38,55,15,3,0
76435,E00016334,E00016334,Output Areas and Small Areas,OASA,38,94,22,9,0
76436,E00016335,E00016335,Output Areas and Small Areas,OASA,36,39,15,1,0
76437,E00016336,E00016336,Output Areas and Small Areas,OASA,48,65,22,1,0
76438,E00016337,E00016337,Output Areas and Small Areas,OASA,34,56,32,0,0
76439,E00016338,E00016338,Output Areas and Small Areas,OASA,60,92,12,5,0
76440,E00016339,E00016339,Output Areas and Small Areas,OASA,24,56,29,8,0
76441,E00016340,E00016340,Output Areas and Small Areas,OASA,36,76,16,3,0
76442,E00016341,E00016341,Output Areas and Small Areas,OASA,30,63,19,2,1
76443,E00016342,E00016342,Output Areas and Small Areas,OASA,40,49,15,1,3
76444,E00016343,E00016343,Output Areas and Small Areas,OASA,30,76,23,6,2
76445,E00016344,E00016344,Output Areas and Small Areas,OASA,96,74,22,1,0
76446,E00016345,E00016345,Output Areas and Small Areas,OASA,43,64,11,4,0
76447,E00016346,E00016346,Output Areas and Small Areas,OASA,46,47,10,3,0
76448,E00016348,E00016348,Output Areas and Small Areas,OASA,28,44,16,3,0
76449,E00016349,E00016349,Output Areas and Small Areas,OASA,56,49,19,1,0
76450,E00016350,E00016350,Output Areas and Small Areas,OASA,58,55,19,1,0
76451,E00016351,E00016351,Output Areas and Small Areas,OASA,75,91,25,4,1
76452,E00016352,E00016352,Output Areas and Small Areas,OASA,48,50,10,2,0
76453,E00016353,E00016353,Output Areas and Small Areas,OASA,40,61,14,2,0
76454,E00016354,E00016354,Output Areas and Small Areas,OASA,61,34,7,0,2
76455,E00016356,E00016356,Output Areas and Small Areas,OASA,58,65,11,2,0
76456,E00016357,E00016357,Output Areas and Small Areas,OASA,69,56,5,1,0
76457,E00016358,E00016358,Output Areas and Small Areas,OASA,63,47,10,0,2
76458,E00016359,E00016359,Output Areas and Small Areas,OASA,36,59,24,1,0
76459,E00016360,E00016360,Output Areas and Small Areas,OASA,82,83,26,3,0
76460,E00016361,E00016361,Output Areas and Small Areas,OASA,47,39,10,7,1
76461,E00016362,E00016362,Output Areas and Small Areas,OASA,57,50,20,3,1
76462,E00016363,E00016363,Output Areas and Small Areas,OASA,58,65,12,3,1
76463,E00016364,E00016364,Output Areas and Small Areas,OASA,70,50,5,1,0
76464,E00016365,E00016365,Output Areas and Small Areas,OASA,60,38,10,0,1
76465,E00016366,E00016366,Output Areas and Small Areas,OASA,18,43,27,8,3
76466,E00016367,E00016367,Output Areas and Small Areas,OASA,26,31,20,4,0
76467,E00016368,E00016368,Output Areas and Small Areas,OASA,21,41,31,5,2
76468,E00016369,E00016369,Output Areas and Small Areas,OASA,66,52,13,0,1
76469,E00016370,E00016370,Output Areas and Small Areas,OASA,77,59,7,1,0
76470,E00016371,E00016371,Output Areas and Small Areas,OASA,53,54,11,1,0
76471,E00016372,E00016372,Output Areas and Small Areas,OASA,52,47,16,3,0
76472,E00016373,E00016373,Output Areas and Small Areas,OASA,59,47,15,2,0
76473,E00016374,E00016374,Output Areas and Small Areas,OASA,57,53,8,0,2
76474,E00016375,E00016375,Output Areas and Small Areas,OASA,29,59,11,6,0
76475,E00016376,E00016376,Output Areas and Small Areas,OASA,48,49,13,0,1
76476,E00016377,E00016377,Output Areas and Small Areas,OASA,62,39,16,3,0
76477,E00016378,E00016378,Output Areas and Small Areas,OASA,56,53,13,2,1
76478,E00016379,E00016379,Output Areas and Small Areas,OASA,63,53,13,2,0
76479,E00016380,E00016380,Output Areas and Small Areas,OASA,33,57,8,1,1
76480,E00016381,E00016381,Output Areas and Small Areas,OASA,71,60,11,1,0
76481,E00016382,E00016382,Output Areas and Small Areas,OASA,50,41,9,7,0
76482,E00016383,E00016383,Output Areas and Small Areas,OASA,48,65,17,2,0
76483,E00016384,E00016384,Output Areas and Small Areas,OASA,37,53,25,4,2
76484,E00016385,E00016385,Output Areas and Small Areas,OASA,99,68,7,2,1
76485,E00016386,E00016386,Output Areas and Small Areas,OASA,95,45,5,0,0
76486,E00016387,E00016387,Output Areas and Small Areas,OASA,67,53,25,1,0
76487,E00016388,E00016388,Output Areas and Small Areas,OASA,38,66,22,5,1
76488,E00016389,E00016389,Output Areas and Small Areas,OASA,45,45,14,5,1
76489,E00016390,E00016390,Output Areas and Small Areas,OASA,31,44,5,5,0
76490,E00016391,E00016391,Output Areas and Small Areas,OASA,29,56,29,2,2
76491,E00016392,E00016392,Output Areas and Small Areas,OASA,51,46,19,3,0
76492,E00016393,E00016393,Output Areas and Small Areas,OASA,47,58,12,0,1
76493,E00016394,E00016394,Output Areas and Small Areas,OASA,42,62,16,0,0
76494,E00016395,E00016395,Output Areas and Small Areas,OASA,59,52,4,0,0
76495,E00016396,E00016396,Output Areas and Small Areas,OASA,99,29,5,1,0
76496,E00016397,E00016397,Output Areas and Small Areas,OASA,131,59,20,0,0
76497,E00016398,E00016398,Output Areas and Small Areas,OASA,59,40,11,1,0
76498,E00016399,E00016399,Output Areas and Small Areas,OASA,82,49,7,2,1
76499,E00016401,E00016401,Output Areas and Small Areas,OASA,93,58,3,0,0
76500,E00016402,E00016402,Output Areas and Small Areas,OASA,85,38,5,0,0
76501,E00016403,E00016403,Output Areas and Small Areas,OASA,93,46,2,0,1
76502,E00016404,E00016404,Output Areas and Small Areas,OASA,66,36,12,6,0
76503,E00016405,E00016405,Output Areas and Small Areas,OASA,87,46,4,1,0
76504,E00016406,E00016406,Output Areas and Small Areas,OASA,71,40,6,2,0
76505,E00016407,E00016407,Output Areas and Small Areas,OASA,90,51,4,1,0
76506,E00016408,E00016408,Output Areas and Small Areas,OASA,33,27,4,3,1
76507,E00016409,E00016409,Output Areas and Small Areas,OASA,85,51,10,0,0
76508,E00016410,E00016410,Output Areas and Small Areas,OASA,45,44,18,5,0
76509,E00016411,E00016411,Output Areas and Small Areas,OASA,109,58,5,0,0
76510,E00016412,E00016412,Output Areas and Small Areas,OASA,94,45,9,3,0
76511,E00016413,E00016413,Output Areas and Small Areas,OASA,89,33,4,0,0
76512,E00016414,E00016414,Output Areas and Small Areas,OASA,91,42,10,1,0
76513,E00016415,E00016415,Output Areas and Small Areas,OASA,85,53,1,0,1
76514,E00016416,E00016416,Output Areas and Small Areas,OASA,61,39,3,1,0
76515,E00016417,E00016417,Output Areas and Small Areas,OASA,88,44,6,0,0
76516,E00016418,E00016418,Output Areas and Small Areas,OASA,85,55,9,4,0
76517,E00016419,E00016419,Output Areas and Small Areas,OASA,59,50,4,4,1
76518,E00016420,E00016420,Output Areas and Small Areas,OASA,70,45,6,0,0
76519,E00016421,E00016421,Output Areas and Small Areas,OASA,86,34,4,1,0
76520,E00016422,E00016422,Output Areas and Small Areas,OASA,54,47,8,2,0
76521,E00016423,E00016423,Output Areas and Small Areas,OASA,77,38,6,1,0
76522,E00016424,E00016424,Output Areas and Small Areas,OASA,74,43,5,0,1
76523,E00016426,E00016426,Output Areas and Small Areas,OASA,90,43,1,0,0
76524,E00016427,E00016427,Output Areas and Small Areas,OASA,78,25,2,0,0
76525,E00016428,E00016428,Output Areas and Small Areas,OASA,117,34,6,0,0
76526,E00016429,E00016429,Output Areas and Small Areas,OASA,63,50,10,1,0
76527,E00016430,E00016430,Output Areas and Small Areas,OASA,79,38,3,0,0
76528,E00016431,E00016431,Output Areas and Small Areas,OASA,67,40,2,1,0
76529,E00016432,E00016432,Output Areas and Small Areas,OASA,99,53,6,1,1
76530,E00016433,E00016433,Output Areas and Small Areas,OASA,88,35,12,5,0
76531,E00016434,E00016434,Output Areas and Small Areas,OASA,107,53,7,0,0
76532,E00016435,E00016435,Output Areas and Small Areas,OASA,97,64,6,3,0
76533,E00016436,E00016436,Output Areas and Small Areas,OASA,64,34,3,0,0
76534,E00016437,E00016437,Output Areas and Small Areas,OASA,87,64,8,0,0
76535,E00016438,E00016438,Output Areas and Small Areas,OASA,88,42,2,0,0
76536,E00016439,E00016439,Output Areas and Small Areas,OASA,137,36,5,0,0
76537,E00016440,E00016440,Output Areas and Small Areas,OASA,64,39,4,1,0
76538,E00016441,E00016441,Output Areas and Small Areas,OASA,136,59,7,1,1
76539,E00016442,E00016442,Output Areas and Small Areas,OASA,93,41,5,0,0
76540,E00016443,E00016443,Output Areas and Small Areas,OASA,30,71,25,3,0
76541,E00016444,E00016444,Output Areas and Small Areas,OASA,31,48,23,7,2
76542,E00016445,E00016445,Output Areas and Small Areas,OASA,47,71,10,0,0
76543,E00016446,E00016446,Output Areas and Small Areas,OASA,87,72,6,1,1
76544,E00016447,E00016447,Output Areas and Small Areas,OASA,68,52,12,2,1
76545,E00016448,E00016448,Output Areas and Small Areas,OASA,21,64,30,9,0
76546,E00016449,E00016449,Output Areas and Small Areas,OASA,64,49,11,3,0
76547,E00016450,E00016450,Output Areas and Small Areas,OASA,77,38,5,2,0
76548,E00016451,E00016451,Output Areas and Small Areas,OASA,52,50,19,8,0
76549,E00016452,E00016452,Output Areas and Small Areas,OASA,24,51,37,4,2
76550,E00016453,E00016453,Output Areas and Small Areas,OASA,66,45,7,2,0
76551,E00016454,E00016454,Output Areas and Small Areas,OASA,44,49,24,2,0
76552,E00016455,E00016455,Output Areas and Small Areas,OASA,44,57,11,1,0
76553,E00016456,E00016456,Output Areas and Small Areas,OASA,58,58,10,1,1
76554,E00016457,E00016457,Output Areas and Small Areas,OASA,77,50,7,1,0
76555,E00016458,E00016458,Output Areas and Small Areas,OASA,72,64,8,2,0
76556,E00016459,E00016459,Output Areas and Small Areas,OASA,25,60,12,1,0
76557,E00016460,E00016460,Output Areas and Small Areas,OASA,58,58,15,4,0
76558,E00016462,E00016462,Output Areas and Small Areas,OASA,79,60,8,2,0
76559,E00016463,E00016463,Output Areas and Small Areas,OASA,150,64,14,2,0
76560,E00016464,E00016464,Output Areas and Small Areas,OASA,71,37,11,0,0
76561,E00016465,E00016465,Output Areas and Small Areas,OASA,71,42,7,1,0
76562,E00016466,E00016466,Output Areas and Small Areas,OASA,41,48,20,3,4
76563,E00016467,E00016467,Output Areas and Small Areas,OASA,50,62,18,7,0
76564,E00016468,E00016468,Output Areas and Small Areas,OASA,31,49,11,3,0
76565,E00016469,E00016469,Output Areas and Small Areas,OASA,84,50,5,2,0
76566,E00016470,E00016470,Output Areas and Small Areas,OASA,39,51,13,1,0
76567,E00016471,E00016471,Output Areas and Small Areas,OASA,65,32,4,0,0
76568,E00016472,E00016472,Output Areas and Small Areas,OASA,129,51,6,1,0
76569,E00016473,E00016473,Output Areas and Small Areas,OASA,39,65,16,5,1
76570,E00016474,E00016474,Output Areas and Small Areas,OASA,66,50,10,2,0
76571,E00016475,E00016475,Output Areas and Small Areas,OASA,44,31,11,0,0
76572,E00016476,E00016476,Output Areas and Small Areas,OASA,39,54,13,2,0
76573,E00016477,E00016477,Output Areas and Small Areas,OASA,62,59,12,0,1
76574,E00016478,E00016478,Output Areas and Small Areas,OASA,33,40,9,1,0
76575,E00016479,E00016479,Output Areas and Small Areas,OASA,58,30,7,1,0
76576,E00016480,E00016480,Output Areas and Small Areas,OASA,56,47,11,0,0
76577,E00016481,E00016481,Output Areas and Small Areas,OASA,98,60,11,1,0
76578,E00016482,E00016482,Output Areas and Small Areas,OASA,62,37,5,2,1
76579,E00016483,E00016483,Output Areas and Small Areas,OASA,51,49,8,2,0
76580,E00016484,E00016484,Output Areas and Small Areas,OASA,30,66,33,7,0
76581,E00016485,E00016485,Output Areas and Small Areas,OASA,75,36,4,2,0
76582,E00016486,E00016486,Output Areas and Small Areas,OASA,37,70,24,5,1
76583,E00016487,E00016487,Output Areas and Small Areas,OASA,51,50,13,7,2
76584,E00016488,E00016488,Output Areas and Small Areas,OASA,20,67,21,4,1
76585,E00016489,E00016489,Output Areas and Small Areas,OASA,59,123,18,4,0
76586,E00016490,E00016490,Output Areas and Small Areas,OASA,52,62,10,6,1
76587,E00016491,E00016491,Output Areas and Small Areas,OASA,43,61,10,6,0
76588,E00016492,E00016492,Output Areas and Small Areas,OASA,63,45,6,0,1
76589,E00016493,E00016493,Output Areas and Small Areas,OASA,64,86,11,0,0
76590,E00016494,E00016494,Output Areas and Small Areas,OASA,56,71,25,4,0
76591,E00016495,E00016495,Output Areas and Small Areas,OASA,40,58,11,0,0
76592,E00016496,E00016496,Output Areas and Small Areas,OASA,37,70,14,0,0
76593,E00016497,E00016497,Output Areas and Small Areas,OASA,68,41,10,1,0
76594,E00016498,E00016498,Output Areas and Small Areas,OASA,61,109,48,6,3
76595,E00016499,E00016499,Output Areas and Small Areas,OASA,31,53,25,8,2
76596,E00016500,E00016500,Output Areas and Small Areas,OASA,68,43,10,4,2
76597,E00016501,E00016501,Output Areas and Small Areas,OASA,27,69,39,13,1
76598,E00016502,E00016502,Output Areas and Small Areas,OASA,34,51,20,0,2
76599,E00016503,E00016503,Output Areas and Small Areas,OASA,46,55,8,0,0
76600,E00016504,E00016504,Output Areas and Small Areas,OASA,6,54,40,7,8
76601,E00016505,E00016505,Output Areas and Small Areas,OASA,85,56,14,1,0
76602,E00016506,E00016506,Output Areas and Small Areas,OASA,11,75,39,8,0
76603,E00016507,E00016507,Output Areas and Small Areas,OASA,33,53,15,2,0
76604,E00016508,E00016508,Output Areas and Small Areas,OASA,31,68,31,9,0
76605,E00016509,E00016509,Output Areas and Small Areas,OASA,28,70,40,15,5
76606,E00016510,E00016510,Output Areas and Small Areas,OASA,15,52,32,4,4
76607,E00016511,E00016511,Output Areas and Small Areas,OASA,29,57,29,9,1
76608,E00016512,E00016512,Output Areas and Small Areas,OASA,29,53,32,7,3
76609,E00016513,E00016513,Output Areas and Small Areas,OASA,49,60,15,6,1
76610,E00016514,E00016514,Output Areas and Small Areas,OASA,72,43,10,0,0
76611,E00016515,E00016515,Output Areas and Small Areas,OASA,55,46,21,0,7
76612,E00016516,E00016516,Output Areas and Small Areas,OASA,51,49,8,2,1
76613,E00016517,E00016517,Output Areas and Small Areas,OASA,30,52,12,2,1
76614,E00016518,E00016518,Output Areas and Small Areas,OASA,60,51,16,3,3
76615,E00016519,E00016519,Output Areas and Small Areas,OASA,38,50,17,6,1
76616,E00016520,E00016520,Output Areas and Small Areas,OASA,52,55,15,1,1
76617,E00016521,E00016521,Output Areas and Small Areas,OASA,68,54,8,1,0
76618,E00016522,E00016522,Output Areas and Small Areas,OASA,79,61,5,1,0
76619,E00016523,E00016523,Output Areas and Small Areas,OASA,58,40,19,3,0
76620,E00016524,E00016524,Output Areas and Small Areas,OASA,52,57,16,2,4
76621,E00016525,E00016525,Output Areas and Small Areas,OASA,59,51,11,2,3
76622,E00016526,E00016526,Output Areas and Small Areas,OASA,84,46,9,2,0
76623,E00016527,E00016527,Output Areas and Small Areas,OASA,71,27,5,0,0
76624,E00016528,E00016528,Output Areas and Small Areas,OASA,52,56,4,1,0
76625,E00016529,E00016529,Output Areas and Small Areas,OASA,47,53,12,3,0
76626,E00016530,E00016530,Output Areas and Small Areas,OASA,50,52,13,3,0
76627,E00016531,E00016531,Output Areas and Small Areas,OASA,58,51,16,1,1
76628,E00016532,E00016532,Output Areas and Small Areas,OASA,51,47,7,0,0
76629,E00016533,E00016533,Output Areas and Small Areas,OASA,30,57,20,4,2
76630,E00016534,E00016534,Output Areas and Small Areas,OASA,24,58,15,9,4
76631,E00016535,E00016535,Output Areas and Small Areas,OASA,66,38,5,2,1
76632,E00016536,E00016536,Output Areas and Small Areas,OASA,41,58,13,3,0
76633,E00016537,E00016537,Output Areas and Small Areas,OASA,41,45,17,3,0
76634,E00016538,E00016538,Output Areas and Small Areas,OASA,43,42,26,6,4
76635,E00016539,E00016539,Output Areas and Small Areas,OASA,65,64,12,3,2
76636,E00016540,E00016540,Output Areas and Small Areas,OASA,29,58,27,4,1
76637,E00016541,E00016541,Output Areas and Small Areas,OASA,22,68,33,10,4
76638,E00016542,E00016542,Output Areas and Small Areas,OASA,57,64,9,2,3
76639,E00016543,E00016543,Output Areas and Small Areas,OASA,85,71,12,0,0
76640,E00016544,E00016544,Output Areas and Small Areas,OASA,77,62,10,0,0
76641,E00016545,E00016545,Output Areas and Small Areas,OASA,61,62,3,2,0
76642,E00016546,E00016546,Output Areas and Small Areas,OASA,86,48,6,1,0
76643,E00016547,E00016547,Output Areas and Small Areas,OASA,69,79,11,2,3
76644,E00016548,E00016548,Output Areas and Small Areas,OASA,35,82,19,1,0
76645,E00016549,E00016549,Output Areas and Small Areas,OASA,40,73,20,1,0
76646,E00016550,E00016550,Output Areas and Small Areas,OASA,92,53,10,3,0
76647,E00016551,E00016551,Output Areas and Small Areas,OASA,22,71,32,9,6
76648,E00016552,E00016552,Output Areas and Small Areas,OASA,72,58,12,0,0
76649,E00016553,E00016553,Output Areas and Small Areas,OASA,45,61,17,5,2
76650,E00016554,E00016554,Output Areas and Small Areas,OASA,46,66,9,1,1
76651,E00016555,E00016555,Output Areas and Small Areas,OASA,63,40,8,3,0
76652,E00016556,E00016556,Output Areas and Small Areas,OASA,50,52,18,4,2
76653,E00016557,E00016557,Output Areas and Small Areas,OASA,67,24,3,1,0
76654,E00016558,E00016558,Output Areas and Small Areas,OASA,78,42,6,0,0
76655,E00016559,E00016559,Output Areas and Small Areas,OASA,80,48,7,1,1
76656,E00016560,E00016560,Output Areas and Small Areas,OASA,75,64,7,0,0
76657,E00016561,E00016561,Output Areas and Small Areas,OASA,74,37,8,2,0
76658,E00016562,E00016562,Output Areas and Small Areas,OASA,74,62,9,2,0
76659,E00016563,E00016563,Output Areas and Small Areas,OASA,68,47,10,1,0
76660,E00016564,E00016564,Output Areas and Small Areas,OASA,53,65,15,0,0
76661,E00016565,E00016565,Output Areas and Small Areas,OASA,83,61,8,1,1
76662,E00016566,E00016566,Output Areas and Small Areas,OASA,57,46,6,2,2
76663,E00016567,E00016567,Output Areas and Small Areas,OASA,57,21,4,0,0
76664,E00016568,E00016568,Output Areas and Small Areas,OASA,71,56,13,3,1
76665,E00016569,E00016569,Output Areas and Small Areas,OASA,65,47,12,3,1
76666,E00016571,E00016571,Output Areas and Small Areas,OASA,32,56,22,5,0
76667,E00016572,E00016572,Output Areas and Small Areas,OASA,78,56,9,4,0
76668,E00016573,E00016573,Output Areas and Small Areas,OASA,47,60,22,0,1
76669,E00016574,E00016574,Output Areas and Small Areas,OASA,46,58,20,3,1
76670,E00016575,E00016575,Output Areas and Small Areas,OASA,57,59,9,2,0
76671,E00016576,E00016576,Output Areas and Small Areas,OASA,58,55,8,2,2
76672,E00016577,E00016577,Output Areas and Small Areas,OASA,53,71,14,5,1
76673,E00016578,E00016578,Output Areas and Small Areas,OASA,36,51,20,1,0
76674,E00016579,E00016579,Output Areas and Small Areas,OASA,71,52,11,0,0
76675,E00016580,E00016580,Output Areas and Small Areas,OASA,80,81,6,1,0
76676,E00016581,E00016581,Output Areas and Small Areas,OASA,92,81,11,1,1
76677,E00016582,E00016582,Output Areas and Small Areas,OASA,83,82,11,4,0
76678,E00016583,E00016583,Output Areas and Small Areas,OASA,67,46,8,0,0
76679,E00016584,E00016584,Output Areas and Small Areas,OASA,125,89,15,4,0
76680,E00016585,E00016585,Output Areas and Small Areas,OASA,70,50,13,1,0
76681,E00016587,E00016587,Output Areas and Small Areas,OASA,77,84,18,4,1
76682,E00016588,E00016588,Output Areas and Small Areas,OASA,63,80,18,2,1
76683,E00016589,E00016589,Output Areas and Small Areas,OASA,58,53,18,3,1
76684,E00016590,E00016590,Output Areas and Small Areas,OASA,71,85,14,1,0
76685,E00016591,E00016591,Output Areas and Small Areas,OASA,35,63,24,5,3
76686,E00016592,E00016592,Output Areas and Small Areas,OASA,62,100,22,1,0
76687,E00016593,E00016593,Output Areas and Small Areas,OASA,111,109,23,0,1
76688,E00016594,E00016594,Output Areas and Small Areas,OASA,58,83,14,2,0
76689,E00016595,E00016595,Output Areas and Small Areas,OASA,89,36,2,0,0
76690,E00016596,E00016596,Output Areas and Small Areas,OASA,48,64,11,3,0
76691,E00016597,E00016597,Output Areas and Small Areas,OASA,104,27,2,0,0
76692,E00016598,E00016598,Output Areas and Small Areas,OASA,97,110,19,1,1
76693,E00016599,E00016599,Output Areas and Small Areas,OASA,66,63,10,0,0
76694,E00016600,E00016600,Output Areas and Small Areas,OASA,24,98,17,5,0
76695,E00016601,E00016601,Output Areas and Small Areas,OASA,71,61,5,2,0
76696,E00016602,E00016602,Output Areas and Small Areas,OASA,36,75,20,1,1
76697,E00016603,E00016603,Output Areas and Small Areas,OASA,57,91,41,8,1
76698,E00016604,E00016604,Output Areas and Small Areas,OASA,37,52,14,2,1
76699,E00016605,E00016605,Output Areas and Small Areas,OASA,73,92,15,1,0
76700,E00016606,E00016606,Output Areas and Small Areas,OASA,49,89,23,4,0
76701,E00016607,E00016607,Output Areas and Small Areas,OASA,61,45,9,0,0
76702,E00016608,E00016608,Output Areas and Small Areas,OASA,38,43,9,0,1
76703,E00016609,E00016609,Output Areas and Small Areas,OASA,22,63,13,4,2
76704,E00016610,E00016610,Output Areas and Small Areas,OASA,41,81,10,1,0
76705,E00016611,E00016611,Output Areas and Small Areas,OASA,37,58,10,0,0
76706,E00016612,E00016612,Output Areas and Small Areas,OASA,21,44,19,5,1
76707,E00016613,E00016613,Output Areas and Small Areas,OASA,22,75,38,13,2
76708,E00016614,E00016614,Output Areas and Small Areas,OASA,48,58,19,3,0
