CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,Total,White-British,White-Irish,White-Gypsy or Irish Traveller, White-Other White,Mixed-White and Black Caribbean,Mixed-White and Black African,Mixed-White and Asian,Mixed-Other Mixed,Asian-Indian,Asian-Pakistani ,Asian-Bangladeshi,Asian-Chinese,Asian-Other Asian,Black-African,Black-Caribbean,Black-Other Black,Other-Arab ,Other-Any other ethnic group
79842,E00019853,E00019853,Output Areas and Small Areas,OASA,297,183,2,0,35,2,2,6,1,31,5,0,9,9,4,2,4,0,2
79843,E00019854,E00019854,Output Areas and Small Areas,OASA,293,194,5,0,29,3,0,7,4,17,0,0,8,6,10,0,0,8,2
79844,E00019855,E00019855,Output Areas and Small Areas,OASA,362,119,0,0,28,18,8,4,9,2,7,5,0,3,79,42,29,1,8
79845,E00019856,E00019856,Output Areas and Small Areas,OASA,238,142,0,0,21,1,0,1,4,7,0,11,3,9,19,14,4,0,2
79846,E00019857,E00019857,Output Areas and Small Areas,OASA,250,147,6,0,28,2,0,3,0,16,2,0,3,2,11,17,11,0,2
79847,E00019858,E00019858,Output Areas and Small Areas,OASA,288,162,2,0,28,1,5,7,9,3,0,9,1,0,31,19,3,3,5
79848,E00019859,E00019859,Output Areas and Small Areas,OASA,238,144,6,2,22,1,1,3,2,18,0,3,2,4,12,8,5,0,5
79849,E00019860,E00019860,Output Areas and Small Areas,OASA,263,138,6,0,43,7,1,4,4,4,0,0,2,7,20,17,5,0,5
79850,E00019861,E00019861,Output Areas and Small Areas,OASA,189,113,7,0,30,0,5,2,5,4,0,0,3,0,13,6,0,0,1
79851,E00019862,E00019862,Output Areas and Small Areas,OASA,330,169,6,0,27,11,5,0,5,7,0,4,6,8,34,29,18,0,1
79852,E00019863,E00019863,Output Areas and Small Areas,OASA,258,171,5,0,34,3,5,3,6,2,0,1,4,2,10,10,0,0,2
79853,E00019864,E00019864,Output Areas and Small Areas,OASA,342,104,9,0,29,7,2,1,17,0,0,3,1,1,75,49,27,6,11
79854,E00019865,E00019865,Output Areas and Small Areas,OASA,432,152,13,0,58,13,1,2,7,13,5,5,2,1,79,30,38,3,10
79855,E00019866,E00019866,Output Areas and Small Areas,OASA,342,214,9,1,36,3,1,6,5,9,5,1,7,3,14,18,5,2,3
79856,E00019867,E00019867,Output Areas and Small Areas,OASA,458,235,13,1,28,8,3,5,9,12,5,9,0,10,47,42,22,0,9
79857,E00019869,E00019869,Output Areas and Small Areas,OASA,398,161,6,0,28,18,10,2,4,5,0,13,3,6,87,41,14,0,0
79858,E00019870,E00019870,Output Areas and Small Areas,OASA,276,106,16,0,29,4,2,6,1,1,2,0,4,9,61,20,10,0,5
79859,E00019871,E00019871,Output Areas and Small Areas,OASA,304,172,7,0,25,7,1,1,11,18,2,1,10,13,23,7,1,0,5
79860,E00019872,E00019872,Output Areas and Small Areas,OASA,433,212,7,0,55,7,6,10,4,5,6,1,7,8,38,44,14,0,9
79861,E00019873,E00019873,Output Areas and Small Areas,OASA,367,184,7,0,39,3,0,10,6,11,2,0,78,14,7,4,2,0,0
79862,E00019874,E00019874,Output Areas and Small Areas,OASA,241,114,5,0,28,8,5,3,3,4,0,0,3,3,28,28,7,1,1
79863,E00019875,E00019875,Output Areas and Small Areas,OASA,251,183,3,0,33,1,0,2,4,0,4,0,4,1,8,8,0,0,0
79864,E00019876,E00019876,Output Areas and Small Areas,OASA,300,139,5,1,38,7,11,7,2,6,2,12,5,1,30,22,4,5,3
79865,E00019877,E00019877,Output Areas and Small Areas,OASA,359,264,5,0,25,3,1,7,5,18,4,0,6,9,8,0,0,1,3
79866,E00019878,E00019878,Output Areas and Small Areas,OASA,346,226,4,0,29,4,3,3,2,6,0,0,4,5,29,16,6,5,4
79867,E00019879,E00019879,Output Areas and Small Areas,OASA,368,244,13,0,28,8,2,5,4,22,0,0,9,4,9,7,8,3,2
79868,E00019880,E00019880,Output Areas and Small Areas,OASA,314,113,4,0,22,11,2,0,12,7,0,1,3,7,70,25,21,9,7
79869,E00019881,E00019881,Output Areas and Small Areas,OASA,229,86,6,1,24,13,3,0,0,1,0,0,3,1,51,22,16,0,2
79870,E00019882,E00019882,Output Areas and Small Areas,OASA,411,115,7,0,25,17,10,1,10,6,4,1,0,4,121,53,21,0,16
79871,E00019883,E00019883,Output Areas and Small Areas,OASA,263,86,5,0,20,11,4,0,8,5,0,1,2,0,43,43,26,0,9
79872,E00019884,E00019884,Output Areas and Small Areas,OASA,300,114,5,0,14,15,3,0,10,2,0,7,2,0,63,30,15,9,11
79873,E00019885,E00019885,Output Areas and Small Areas,OASA,250,135,6,0,25,8,1,9,2,10,0,12,2,8,3,15,13,0,1
79874,E00019886,E00019886,Output Areas and Small Areas,OASA,359,224,8,0,38,9,2,8,6,2,0,5,0,1,8,40,5,0,3
79875,E00019887,E00019887,Output Areas and Small Areas,OASA,320,196,9,1,41,5,0,3,7,5,0,0,1,0,16,24,4,1,7
79876,E00019888,E00019888,Output Areas and Small Areas,OASA,248,141,8,1,25,2,2,1,4,20,5,6,2,7,12,3,8,0,1
79877,E00019889,E00019889,Output Areas and Small Areas,OASA,377,231,8,0,35,12,1,0,4,13,1,0,1,0,23,38,7,0,3
79878,E00019890,E00019890,Output Areas and Small Areas,OASA,333,224,8,0,24,7,4,5,7,2,0,0,7,5,16,17,7,0,0
79879,E00019891,E00019891,Output Areas and Small Areas,OASA,326,184,8,0,20,8,7,8,7,4,3,5,1,1,26,32,10,0,2
79880,E00019892,E00019892,Output Areas and Small Areas,OASA,376,232,11,1,36,4,3,5,5,7,0,0,6,6,23,26,10,0,1
79881,E00019893,E00019893,Output Areas and Small Areas,OASA,383,257,22,0,44,7,0,2,1,0,9,0,4,3,18,8,5,1,2
79882,E00019894,E00019894,Output Areas and Small Areas,OASA,382,228,10,0,36,1,8,6,13,7,7,4,0,8,16,12,16,8,2
79883,E00019895,E00019895,Output Areas and Small Areas,OASA,245,95,4,0,28,10,3,0,1,10,0,7,0,4,50,24,8,0,1
79884,E00019896,E00019896,Output Areas and Small Areas,OASA,367,253,12,1,22,2,0,6,2,8,0,0,4,0,16,23,6,0,12
79885,E00019897,E00019897,Output Areas and Small Areas,OASA,341,234,13,0,35,1,0,3,4,6,0,0,4,10,15,12,2,0,2
79886,E00019898,E00019898,Output Areas and Small Areas,OASA,319,158,16,0,28,8,4,8,5,0,1,0,6,5,22,35,14,1,8
79887,E00019900,E00019900,Output Areas and Small Areas,OASA,373,165,12,0,50,6,3,6,5,5,13,7,6,8,27,24,24,6,6
79888,E00019901,E00019901,Output Areas and Small Areas,OASA,297,185,5,0,39,6,3,7,6,1,0,1,1,0,9,24,7,0,3
79889,E00019902,E00019902,Output Areas and Small Areas,OASA,381,205,10,0,59,4,7,4,9,2,0,4,7,5,18,26,15,0,6
79890,E00019903,E00019903,Output Areas and Small Areas,OASA,346,240,9,0,27,2,0,2,5,1,5,0,2,1,6,34,9,1,2
79891,E00019904,E00019904,Output Areas and Small Areas,OASA,322,196,7,0,26,3,0,8,4,17,1,0,4,4,6,37,4,2,3
79892,E00019905,E00019905,Output Areas and Small Areas,OASA,274,161,3,0,24,6,2,0,10,3,0,1,7,4,6,35,7,0,5
79893,E00019906,E00019906,Output Areas and Small Areas,OASA,240,149,11,0,26,8,0,3,6,0,0,0,1,5,9,19,2,1,0
79894,E00019907,E00019907,Output Areas and Small Areas,OASA,314,175,9,1,34,11,0,4,7,2,4,0,3,10,23,18,4,7,2
79895,E00019908,E00019908,Output Areas and Small Areas,OASA,305,167,7,0,35,8,2,6,3,7,0,0,4,7,17,28,7,0,7
79896,E00019909,E00019909,Output Areas and Small Areas,OASA,346,209,6,0,39,4,12,6,5,0,0,11,0,11,13,18,8,1,3
79897,E00019910,E00019910,Output Areas and Small Areas,OASA,304,179,15,0,29,9,1,4,5,4,0,0,3,7,11,27,6,1,3
79898,E00019911,E00019911,Output Areas and Small Areas,OASA,261,149,2,0,29,4,2,12,6,2,5,0,5,6,6,22,6,0,5
79899,E00019912,E00019912,Output Areas and Small Areas,OASA,436,251,18,1,35,9,5,6,7,15,0,0,5,10,21,41,11,1,0
79900,E00019913,E00019913,Output Areas and Small Areas,OASA,391,232,22,0,44,10,4,3,2,6,2,0,1,9,16,27,7,0,6
79901,E00019914,E00019914,Output Areas and Small Areas,OASA,332,182,5,1,26,2,4,15,8,9,0,0,2,2,23,18,21,2,12
79902,E00019915,E00019915,Output Areas and Small Areas,OASA,169,93,11,0,10,7,2,1,2,2,0,0,2,3,16,13,5,1,1
79903,E00019916,E00019916,Output Areas and Small Areas,OASA,317,170,7,1,25,6,0,4,8,7,0,1,5,3,22,42,10,4,2
79904,E00019917,E00019917,Output Areas and Small Areas,OASA,314,180,11,0,29,7,3,8,4,14,1,0,1,7,16,18,5,6,4
79905,E00019918,E00019918,Output Areas and Small Areas,OASA,290,184,9,0,29,5,3,10,2,1,0,0,1,3,11,24,5,1,2
79906,E00019919,E00019919,Output Areas and Small Areas,OASA,313,179,12,0,25,6,5,8,5,4,7,0,1,11,12,24,10,3,1
79907,E00019920,E00019920,Output Areas and Small Areas,OASA,317,203,8,0,30,4,7,2,10,1,1,0,0,2,17,24,7,1,0
79908,E00019921,E00019921,Output Areas and Small Areas,OASA,326,185,11,0,28,11,3,2,14,5,10,0,3,0,16,20,9,2,7
79909,E00019922,E00019922,Output Areas and Small Areas,OASA,446,280,7,1,34,8,9,5,5,9,0,12,1,6,19,37,9,0,4
79910,E00019923,E00019923,Output Areas and Small Areas,OASA,581,200,6,0,68,33,8,12,12,3,5,3,17,14,94,61,23,8,14
79911,E00019924,E00019924,Output Areas and Small Areas,OASA,245,95,6,0,40,2,1,1,5,2,1,13,6,6,49,6,7,2,3
79912,E00019926,E00019926,Output Areas and Small Areas,OASA,345,119,3,0,36,10,2,3,14,0,0,0,11,8,77,14,36,0,12
79913,E00019927,E00019927,Output Areas and Small Areas,OASA,352,121,8,0,34,3,1,2,6,15,1,9,14,11,77,24,19,0,7
79914,E00019928,E00019928,Output Areas and Small Areas,OASA,317,48,9,0,30,5,7,2,3,0,1,15,10,7,112,18,18,5,27
79915,E00019929,E00019929,Output Areas and Small Areas,OASA,274,76,6,0,28,1,7,0,2,5,0,15,9,15,57,23,25,0,5
79916,E00019930,E00019930,Output Areas and Small Areas,OASA,379,53,3,0,46,2,9,3,16,0,0,12,10,14,153,12,23,1,22
79917,E00019931,E00019931,Output Areas and Small Areas,OASA,333,89,3,0,46,14,0,7,16,1,0,8,14,7,86,21,17,1,3
79918,E00019932,E00019932,Output Areas and Small Areas,OASA,343,115,5,0,31,7,4,5,10,7,0,5,12,5,79,27,12,3,16
79919,E00019933,E00019933,Output Areas and Small Areas,OASA,300,113,10,0,39,7,1,2,8,9,1,5,16,9,31,10,17,3,19
79920,E00019934,E00019934,Output Areas and Small Areas,OASA,388,114,8,0,82,6,6,6,8,6,7,4,19,8,54,22,17,4,17
79921,E00019935,E00019935,Output Areas and Small Areas,OASA,172,73,3,0,28,6,2,3,15,0,0,1,0,2,6,14,5,2,12
79922,E00019937,E00019937,Output Areas and Small Areas,OASA,259,140,15,1,48,4,1,2,3,4,0,0,5,5,15,8,2,4,2
79923,E00019938,E00019938,Output Areas and Small Areas,OASA,146,53,7,0,15,2,1,1,2,0,0,19,3,6,21,6,8,2,0
79924,E00019942,E00019942,Output Areas and Small Areas,OASA,255,172,7,0,14,5,0,6,2,7,1,2,13,12,4,1,1,4,4
79925,E00019943,E00019943,Output Areas and Small Areas,OASA,244,90,3,0,62,2,1,4,8,5,3,2,29,20,5,3,0,1,6
79926,E00019944,E00019944,Output Areas and Small Areas,OASA,178,45,6,5,21,14,3,5,2,0,0,2,0,3,40,19,12,1,0
79927,E00019945,E00019945,Output Areas and Small Areas,OASA,279,107,5,0,34,14,3,0,2,1,0,12,9,1,52,9,24,1,5
79928,E00019947,E00019947,Output Areas and Small Areas,OASA,305,82,6,0,29,8,6,1,15,5,1,9,4,8,72,27,20,1,11
79929,E00019948,E00019948,Output Areas and Small Areas,OASA,261,168,8,0,54,3,1,1,3,3,0,0,1,6,8,0,2,1,2
79930,E00019949,E00019949,Output Areas and Small Areas,OASA,335,157,19,0,38,7,3,5,2,0,0,3,6,7,41,16,12,5,14
79931,E00019950,E00019950,Output Areas and Small Areas,OASA,354,59,3,0,33,2,7,1,3,8,0,8,14,10,128,27,26,7,18
79932,E00019953,E00019953,Output Areas and Small Areas,OASA,331,103,13,0,39,6,8,2,5,6,1,0,5,2,91,9,13,13,15
79933,E00019955,E00019955,Output Areas and Small Areas,OASA,224,65,4,0,32,5,8,1,2,0,0,5,3,4,56,14,18,1,6
79934,E00019956,E00019956,Output Areas and Small Areas,OASA,406,77,11,0,44,28,7,0,7,3,3,24,0,9,132,21,36,0,4
79935,E00019957,E00019957,Output Areas and Small Areas,OASA,496,166,10,0,59,5,1,4,10,4,2,9,11,16,106,38,35,1,19
79936,E00019958,E00019958,Output Areas and Small Areas,OASA,417,65,8,0,34,5,4,13,5,4,7,22,21,18,140,20,17,6,28
79937,E00019959,E00019959,Output Areas and Small Areas,OASA,343,192,8,0,52,6,0,13,11,4,0,9,6,9,16,7,3,4,3
79938,E00019960,E00019960,Output Areas and Small Areas,OASA,345,114,5,0,39,9,2,4,8,13,0,27,14,8,51,17,21,1,12
79939,E00019961,E00019961,Output Areas and Small Areas,OASA,331,72,4,0,48,8,2,4,1,3,2,25,13,13,83,22,19,1,11
79940,E00019962,E00019962,Output Areas and Small Areas,OASA,274,66,2,0,21,5,5,2,6,9,0,8,7,7,75,29,17,8,7
79941,E00019963,E00019963,Output Areas and Small Areas,OASA,257,72,5,0,46,10,0,3,4,2,0,1,13,11,19,5,21,10,35
79942,E00019964,E00019964,Output Areas and Small Areas,OASA,388,74,10,0,53,11,5,5,8,8,2,8,13,13,98,27,34,4,15
79943,E00019965,E00019965,Output Areas and Small Areas,OASA,285,88,9,0,22,7,4,3,2,1,3,6,16,21,70,9,14,4,6
79944,E00019966,E00019966,Output Areas and Small Areas,OASA,319,49,4,0,13,3,5,1,2,0,0,14,11,11,153,14,16,5,18
79945,E00019967,E00019967,Output Areas and Small Areas,OASA,537,182,14,1,81,15,14,5,28,3,1,4,13,24,62,23,33,9,25
79946,E00019968,E00019968,Output Areas and Small Areas,OASA,256,77,5,0,19,13,4,3,8,0,2,9,4,4,57,27,16,2,6
79947,E00019969,E00019969,Output Areas and Small Areas,OASA,400,78,6,1,41,19,2,1,14,0,0,7,13,18,121,25,33,8,13
79948,E00019970,E00019970,Output Areas and Small Areas,OASA,400,85,6,0,35,20,9,0,11,0,1,10,8,14,148,19,27,0,7
79949,E00019971,E00019971,Output Areas and Small Areas,OASA,172,119,5,4,23,2,5,1,2,0,0,0,2,0,2,3,2,1,1
79950,E00019972,E00019972,Output Areas and Small Areas,OASA,175,88,4,3,28,4,0,2,4,13,0,1,6,1,9,6,4,0,2
79951,E00019973,E00019973,Output Areas and Small Areas,OASA,278,44,3,0,18,7,1,0,4,0,0,26,13,15,78,26,28,0,15
79952,E00019974,E00019974,Output Areas and Small Areas,OASA,270,137,3,0,41,3,7,4,7,0,0,4,10,9,21,6,10,0,8
79953,E00019975,E00019975,Output Areas and Small Areas,OASA,180,102,8,0,20,7,3,3,3,2,0,0,9,5,12,4,2,0,0
79954,E00019976,E00019976,Output Areas and Small Areas,OASA,232,48,0,1,16,0,4,3,11,0,2,10,6,5,86,18,18,2,2
79955,E00019977,E00019977,Output Areas and Small Areas,OASA,532,60,10,0,50,9,16,6,14,1,2,12,1,21,248,32,36,2,12
79956,E00019978,E00019978,Output Areas and Small Areas,OASA,248,147,12,0,26,7,2,1,5,1,0,0,6,8,18,6,5,0,4
79957,E00019979,E00019979,Output Areas and Small Areas,OASA,236,127,4,0,47,5,2,0,2,2,1,0,5,7,20,5,5,0,4
79958,E00019980,E00019980,Output Areas and Small Areas,OASA,275,61,5,0,31,10,0,0,5,0,0,16,2,9,100,6,19,5,6
79959,E00019981,E00019981,Output Areas and Small Areas,OASA,288,86,3,0,21,10,3,1,3,0,6,8,12,9,75,23,26,0,2
79960,E00019982,E00019982,Output Areas and Small Areas,OASA,348,49,4,0,25,5,3,3,4,3,0,38,7,15,140,13,21,5,13
79961,E00019983,E00019983,Output Areas and Small Areas,OASA,249,65,1,0,87,2,1,0,5,1,0,0,1,15,20,4,14,6,27
79962,E00019984,E00019984,Output Areas and Small Areas,OASA,314,35,0,1,18,17,6,3,8,0,0,17,16,25,109,24,19,0,16
79963,E00019985,E00019985,Output Areas and Small Areas,OASA,343,108,11,0,35,6,0,2,6,4,3,4,6,6,98,27,16,1,10
79964,E00019986,E00019986,Output Areas and Small Areas,OASA,322,65,5,0,26,8,5,0,3,0,0,16,17,9,121,28,16,0,3
79965,E00019987,E00019987,Output Areas and Small Areas,OASA,259,147,3,0,29,3,1,4,1,1,0,6,7,16,16,4,13,0,8
79966,E00019988,E00019988,Output Areas and Small Areas,OASA,311,62,9,0,30,4,5,0,7,1,1,15,18,0,126,10,8,2,13
79967,E00019989,E00019989,Output Areas and Small Areas,OASA,156,40,4,0,12,2,0,0,1,0,3,0,7,7,40,11,11,2,16
79968,E00019990,E00019990,Output Areas and Small Areas,OASA,284,69,8,0,15,18,3,1,2,1,0,18,14,7,88,17,7,5,11
79969,E00019991,E00019991,Output Areas and Small Areas,OASA,314,59,7,0,18,5,5,0,5,1,6,17,35,9,110,21,10,0,6
79970,E00019992,E00019992,Output Areas and Small Areas,OASA,280,86,6,0,35,9,0,2,7,1,0,0,4,14,54,27,21,2,12
79971,E00019993,E00019993,Output Areas and Small Areas,OASA,563,61,1,3,110,8,4,0,20,1,0,2,12,5,173,25,76,6,56
79972,E00019994,E00019994,Output Areas and Small Areas,OASA,342,48,4,0,20,8,10,0,1,0,1,4,9,7,151,27,37,5,10
79973,E00019995,E00019995,Output Areas and Small Areas,OASA,202,80,9,0,35,3,2,1,9,3,2,1,0,15,18,8,4,1,11
79974,E00019996,E00019996,Output Areas and Small Areas,OASA,297,45,3,0,22,8,4,0,0,1,2,9,9,17,100,28,40,0,9
79975,E00019997,E00019997,Output Areas and Small Areas,OASA,342,139,12,0,47,6,3,6,20,12,6,0,10,14,24,16,16,1,10
79976,E00019998,E00019998,Output Areas and Small Areas,OASA,325,99,6,1,38,3,1,2,5,0,0,5,8,11,101,16,21,1,7
79977,E00019999,E00019999,Output Areas and Small Areas,OASA,294,57,6,0,25,6,6,4,7,0,0,18,5,2,108,17,17,3,13
79978,E00020000,E00020000,Output Areas and Small Areas,OASA,454,48,10,0,25,8,6,0,9,6,0,17,0,20,203,31,50,5,16
79979,E00020001,E00020001,Output Areas and Small Areas,OASA,381,66,5,0,29,11,5,1,11,0,0,14,1,2,187,20,21,0,8
79980,E00020002,E00020002,Output Areas and Small Areas,OASA,309,75,1,0,17,6,1,0,12,0,0,13,7,3,111,27,12,5,19
79981,E00020003,E00020003,Output Areas and Small Areas,OASA,291,80,8,0,48,8,9,1,3,8,0,2,10,0,76,17,13,5,3
79982,E00020004,E00020004,Output Areas and Small Areas,OASA,250,50,10,0,20,0,5,0,4,4,0,12,3,6,81,31,11,5,8
79983,E00020005,E00020005,Output Areas and Small Areas,OASA,347,106,3,0,77,7,5,2,5,2,5,5,12,8,54,17,27,0,12
79984,E00020006,E00020006,Output Areas and Small Areas,OASA,226,120,5,0,38,5,0,2,6,3,1,6,6,5,7,9,8,2,3
79985,E00020007,E00020007,Output Areas and Small Areas,OASA,238,37,4,0,23,2,0,5,2,3,5,1,1,3,101,25,14,9,3
79986,E00020008,E00020008,Output Areas and Small Areas,OASA,479,199,16,0,66,2,3,9,7,27,8,2,47,34,19,8,13,9,10
79987,E00020009,E00020009,Output Areas and Small Areas,OASA,298,142,15,1,46,4,3,9,5,9,3,2,8,5,25,6,6,2,7
79988,E00020010,E00020010,Output Areas and Small Areas,OASA,320,160,13,0,67,1,1,8,5,15,5,4,20,8,1,2,2,6,2
79989,E00020011,E00020011,Output Areas and Small Areas,OASA,333,161,11,0,54,7,4,2,8,0,2,7,1,11,32,14,10,3,6
79990,E00020012,E00020012,Output Areas and Small Areas,OASA,233,90,7,0,16,2,6,0,1,2,2,0,20,19,48,3,6,6,5
79991,E00020013,E00020013,Output Areas and Small Areas,OASA,359,166,4,0,41,8,9,3,2,12,0,6,22,5,43,13,8,5,12
79992,E00020014,E00020014,Output Areas and Small Areas,OASA,340,154,19,1,63,4,1,4,9,22,8,1,15,10,6,11,9,3,0
79993,E00020015,E00020015,Output Areas and Small Areas,OASA,307,99,8,0,22,6,2,4,2,5,0,10,14,2,105,18,5,2,3
79994,E00020016,E00020016,Output Areas and Small Areas,OASA,357,192,9,0,36,21,7,0,8,0,0,0,16,2,32,10,15,0,9
79995,E00020017,E00020017,Output Areas and Small Areas,OASA,437,182,7,0,80,5,8,8,9,12,2,4,11,13,58,17,10,3,8
79996,E00020018,E00020018,Output Areas and Small Areas,OASA,379,194,13,0,37,6,5,3,7,13,3,2,16,11,22,17,11,4,15
79997,E00020019,E00020019,Output Areas and Small Areas,OASA,284,144,8,0,36,12,3,0,6,2,0,0,3,3,45,4,7,1,10
79998,E00020020,E00020020,Output Areas and Small Areas,OASA,255,112,9,0,63,5,4,2,4,8,0,1,2,5,16,6,4,4,10
79999,E00020021,E00020021,Output Areas and Small Areas,OASA,290,76,6,0,40,11,9,5,3,15,0,2,4,21,45,20,19,2,12
80000,E00020022,E00020022,Output Areas and Small Areas,OASA,177,82,3,0,18,3,2,2,1,0,0,0,2,1,49,5,7,1,1
80001,E00020023,E00020023,Output Areas and Small Areas,OASA,269,159,12,0,26,1,0,3,1,1,3,6,1,7,26,12,5,1,5
80002,E00020024,E00020024,Output Areas and Small Areas,OASA,242,125,13,0,5,1,2,0,4,0,0,1,7,5,47,14,12,0,6
80003,E00020025,E00020025,Output Areas and Small Areas,OASA,263,107,8,0,47,5,1,2,6,6,0,0,3,9,40,7,12,3,7
80004,E00020026,E00020026,Output Areas and Small Areas,OASA,336,157,4,0,31,20,5,2,6,2,0,11,2,6,49,10,12,5,14
80005,E00020027,E00020027,Output Areas and Small Areas,OASA,226,141,7,0,33,2,0,3,3,8,2,0,7,7,4,0,1,4,4
80006,E00020028,E00020028,Output Areas and Small Areas,OASA,365,180,18,0,58,3,2,9,10,16,1,0,13,5,19,10,8,4,9
80007,E00020029,E00020029,Output Areas and Small Areas,OASA,246,134,2,0,20,8,0,3,2,7,1,0,5,4,25,19,4,0,12
80008,E00020030,E00020030,Output Areas and Small Areas,OASA,234,100,7,0,18,7,4,2,1,9,0,2,2,5,46,12,9,0,10
80009,E00020031,E00020031,Output Areas and Small Areas,OASA,293,120,4,0,41,4,5,2,7,0,4,0,7,21,55,14,5,0,4
80010,E00020032,E00020032,Output Areas and Small Areas,OASA,249,84,4,0,42,1,5,1,3,2,0,1,6,4,69,15,8,0,4
80011,E00020033,E00020033,Output Areas and Small Areas,OASA,615,256,19,0,100,11,1,10,22,30,8,11,21,26,50,25,6,5,14
80012,E00020034,E00020034,Output Areas and Small Areas,OASA,291,117,13,3,32,3,3,9,3,1,1,2,15,6,47,11,10,2,13
80013,E00020035,E00020035,Output Areas and Small Areas,OASA,302,140,7,0,51,3,1,9,3,9,1,0,7,7,33,9,11,1,10
80014,E00020036,E00020036,Output Areas and Small Areas,OASA,276,119,11,0,25,2,5,1,7,13,2,19,5,17,27,16,7,0,0
80015,E00020037,E00020037,Output Areas and Small Areas,OASA,242,109,6,3,24,8,4,4,6,3,0,1,2,7,43,7,12,2,1
80016,E00020039,E00020039,Output Areas and Small Areas,OASA,280,105,11,0,28,1,5,3,4,7,2,6,4,9,44,20,11,3,17
80017,E00020040,E00020040,Output Areas and Small Areas,OASA,342,119,12,0,18,1,2,6,9,17,6,8,25,5,91,8,6,7,2
80018,E00020041,E00020041,Output Areas and Small Areas,OASA,151,49,9,0,13,6,1,3,9,0,2,0,0,2,35,6,8,1,7
80019,E00020043,E00020043,Output Areas and Small Areas,OASA,279,102,4,0,47,3,6,5,6,2,0,4,5,7,50,13,13,2,10
80020,E00020044,E00020044,Output Areas and Small Areas,OASA,513,221,12,1,88,3,12,7,8,34,6,9,11,17,43,12,15,9,5
80021,E00020045,E00020045,Output Areas and Small Areas,OASA,292,108,7,0,25,5,2,1,3,3,0,12,0,3,78,16,18,3,8
80022,E00020046,E00020046,Output Areas and Small Areas,OASA,305,142,4,1,27,4,5,3,0,12,1,5,4,8,42,22,5,13,7
80023,E00020047,E00020047,Output Areas and Small Areas,OASA,335,142,11,2,36,13,3,1,2,5,1,0,9,4,55,20,19,7,5
80024,E00020048,E00020048,Output Areas and Small Areas,OASA,283,126,3,0,20,5,7,1,5,11,0,7,3,6,50,19,5,0,15
80025,E00020049,E00020049,Output Areas and Small Areas,OASA,189,56,5,0,27,2,7,2,5,6,4,0,4,0,38,9,8,3,13
80026,E00020050,E00020050,Output Areas and Small Areas,OASA,296,121,1,0,31,19,2,1,9,6,1,5,3,5,55,12,21,0,4
80027,E00020051,E00020051,Output Areas and Small Areas,OASA,446,199,7,0,83,2,6,4,5,17,4,0,17,14,57,7,6,7,11
80028,E00020052,E00020052,Output Areas and Small Areas,OASA,518,207,6,0,60,7,28,6,12,3,4,6,4,16,75,15,41,8,20
80029,E00020053,E00020053,Output Areas and Small Areas,OASA,259,81,1,0,33,6,9,1,6,0,0,1,2,8,83,10,8,3,7
80030,E00020054,E00020054,Output Areas and Small Areas,OASA,484,85,7,0,44,18,12,0,16,1,1,5,3,8,165,38,40,11,30
80031,E00020055,E00020055,Output Areas and Small Areas,OASA,328,69,6,0,31,10,0,2,4,1,2,1,8,6,88,53,33,1,13
80032,E00020056,E00020056,Output Areas and Small Areas,OASA,296,57,4,0,9,6,3,0,9,0,0,0,6,0,134,25,27,1,15
80033,E00020057,E00020057,Output Areas and Small Areas,OASA,314,190,13,0,29,3,2,1,3,3,0,0,11,5,26,12,6,3,7
80034,E00020059,E00020059,Output Areas and Small Areas,OASA,381,172,7,0,32,5,5,2,9,18,3,12,5,7,59,23,16,0,6
80035,E00020060,E00020060,Output Areas and Small Areas,OASA,262,130,1,0,5,13,2,0,0,1,4,9,1,0,62,10,7,3,14
80036,E00020061,E00020061,Output Areas and Small Areas,OASA,428,86,4,0,66,12,5,2,4,4,0,6,6,14,104,28,47,14,26
80037,E00020062,E00020062,Output Areas and Small Areas,OASA,474,98,12,4,24,3,2,0,11,14,7,0,17,8,169,42,41,1,21
80038,E00020063,E00020063,Output Areas and Small Areas,OASA,464,45,5,0,49,13,16,0,10,1,1,10,5,22,167,52,47,2,19
80039,E00020064,E00020064,Output Areas and Small Areas,OASA,436,103,6,0,73,5,14,2,13,4,3,0,14,33,90,23,23,4,26
80040,E00020065,E00020065,Output Areas and Small Areas,OASA,458,100,10,4,20,5,9,7,12,3,0,2,0,9,158,31,49,11,28
80041,E00020066,E00020066,Output Areas and Small Areas,OASA,334,39,7,2,22,9,12,0,5,0,0,8,6,7,151,41,19,4,2
80042,E00020067,E00020067,Output Areas and Small Areas,OASA,344,82,6,0,16,8,1,3,5,0,0,0,3,6,138,24,35,6,11
80043,E00020068,E00020068,Output Areas and Small Areas,OASA,379,48,6,0,14,9,8,1,4,0,4,2,3,9,179,36,35,6,15
80044,E00020069,E00020069,Output Areas and Small Areas,OASA,323,35,2,0,23,7,10,4,7,1,0,1,3,11,122,28,49,4,16
80045,E00020070,E00020070,Output Areas and Small Areas,OASA,350,61,3,1,35,5,12,0,6,4,0,4,5,3,151,27,23,0,10
80046,E00020071,E00020071,Output Areas and Small Areas,OASA,328,97,3,0,42,14,5,3,5,0,7,11,6,14,50,34,26,1,10
