CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,Total,White-British,White-Irish,White-Gypsy or Irish Traveller, White-Other White,Mixed-White and Black Caribbean,Mixed-White and Black African,Mixed-White and Asian,Mixed-Other Mixed,Asian-Indian,Asian-Pakistani ,Asian-Bangladeshi,Asian-Chinese,Asian-Other Asian,Black-African,Black-Caribbean,Black-Other Black,Other-Arab ,Other-Any other ethnic group
50,E13000001,Inner London,Counties,CNTY,3231901,1240266,75165,3055,534723,56900,32203,42114,58531,109933,59890,163838,65983,115549,276513,173959,89709,50821,82749
60516,E00000001,E00000001,Output Areas and Small Areas,OASA,194,150,7,0,18,3,0,4,3,2,0,0,4,0,0,0,0,0,3
60517,E00000003,E00000003,Output Areas and Small Areas,OASA,250,177,2,1,26,0,1,7,1,17,0,3,3,3,3,0,0,0,6
60518,E00000005,E00000005,Output Areas and Small Areas,OASA,367,254,14,0,53,0,2,5,5,9,1,0,10,5,2,0,2,0,5
60519,E00000007,E00000007,Output Areas and Small Areas,OASA,123,55,0,0,40,0,0,2,0,4,2,0,10,4,0,0,0,0,6
60520,E00000010,E00000010,Output Areas and Small Areas,OASA,102,62,3,0,15,0,0,1,2,2,1,3,5,1,0,4,1,2,0
60521,E00000012,E00000012,Output Areas and Small Areas,OASA,213,137,6,0,30,1,0,1,2,5,0,0,3,13,6,2,2,1,4
60522,E00000013,E00000013,Output Areas and Small Areas,OASA,216,136,6,0,36,1,0,1,1,7,1,1,7,7,7,2,1,1,1
60523,E00000014,E00000014,Output Areas and Small Areas,OASA,154,98,7,0,18,1,2,0,2,3,1,0,6,5,3,2,3,3,0
60524,E00000016,E00000016,Output Areas and Small Areas,OASA,281,199,9,0,42,1,4,6,2,5,0,0,7,3,0,0,0,2,1
60525,E00000017,E00000017,Output Areas and Small Areas,OASA,290,203,7,0,47,0,0,9,5,7,0,0,7,4,0,0,0,0,1
60526,E00000018,E00000018,Output Areas and Small Areas,OASA,218,173,1,0,31,0,0,2,0,5,0,0,4,2,0,0,0,0,0
60527,E00000019,E00000019,Output Areas and Small Areas,OASA,139,96,2,0,24,0,0,2,4,5,0,0,0,3,0,1,0,0,2
60528,E00000020,E00000020,Output Areas and Small Areas,OASA,226,161,2,0,30,0,5,1,7,3,0,0,9,5,0,1,0,0,2
60529,E00000021,E00000021,Output Areas and Small Areas,OASA,282,192,7,0,48,1,0,2,3,5,0,0,10,11,0,1,1,1,0
60530,E00000022,E00000022,Output Areas and Small Areas,OASA,223,130,4,0,31,2,0,5,11,5,1,0,3,20,1,3,1,5,1
60531,E00000023,E00000023,Output Areas and Small Areas,OASA,183,116,6,0,26,1,0,1,5,7,2,5,2,7,2,0,0,1,2
60532,E00000024,E00000024,Output Areas and Small Areas,OASA,276,169,3,0,57,2,2,4,0,11,2,0,9,9,0,0,2,6,0
60533,E00000025,E00000025,Output Areas and Small Areas,OASA,320,212,10,0,63,1,1,4,3,2,0,0,16,4,1,0,1,2,0
60534,E00000026,E00000026,Output Areas and Small Areas,OASA,270,119,8,0,94,0,1,7,1,6,0,0,14,9,5,1,0,4,1
60535,E00000027,E00000027,Output Areas and Small Areas,OASA,358,188,15,0,90,2,1,2,4,10,0,1,19,9,8,2,1,1,5
60536,E00000028,E00000028,Output Areas and Small Areas,OASA,151,76,0,0,38,1,0,1,1,1,1,0,19,2,0,1,4,4,2
60537,E00000029,E00000029,Output Areas and Small Areas,OASA,225,91,4,0,38,4,3,6,1,6,0,31,15,4,2,0,5,5,10
60538,E00000030,E00000030,Output Areas and Small Areas,OASA,254,133,4,0,46,4,1,1,1,0,0,19,0,9,12,11,3,8,2
60539,E00000031,E00000031,Output Areas and Small Areas,OASA,137,60,2,0,24,5,3,3,5,3,0,7,1,7,1,3,2,8,3
60540,E00000032,E00000032,Output Areas and Small Areas,OASA,369,74,6,1,23,3,7,4,8,7,0,159,3,3,37,9,15,4,6
60541,E00000035,E00000035,Output Areas and Small Areas,OASA,227,95,13,0,65,0,1,4,3,11,1,1,10,13,2,0,0,2,6
64554,E00004120,E00004120,Output Areas and Small Areas,OASA,314,133,8,0,101,3,8,5,3,11,3,0,15,4,7,0,0,0,13
64555,E00004121,E00004121,Output Areas and Small Areas,OASA,250,118,3,0,72,5,2,4,5,17,1,0,8,5,1,2,1,0,6
64556,E00004122,E00004122,Output Areas and Small Areas,OASA,236,96,9,0,51,0,1,9,8,16,9,5,5,10,2,1,0,9,5
64557,E00004123,E00004123,Output Areas and Small Areas,OASA,296,147,4,0,74,0,1,10,6,13,10,2,16,1,6,1,0,2,3
64558,E00004124,E00004124,Output Areas and Small Areas,OASA,176,90,1,0,45,0,1,6,1,1,0,0,5,15,4,0,0,1,6
64559,E00004125,E00004125,Output Areas and Small Areas,OASA,268,111,6,0,84,0,1,5,7,13,2,0,15,12,1,1,0,5,5
64560,E00004126,E00004126,Output Areas and Small Areas,OASA,274,133,5,0,76,3,2,5,3,17,1,0,9,6,3,4,0,0,7
64561,E00004127,E00004127,Output Areas and Small Areas,OASA,265,129,8,0,65,3,8,4,4,3,0,15,0,11,1,3,2,5,4
64562,E00004128,E00004128,Output Areas and Small Areas,OASA,293,133,5,0,92,1,0,9,4,11,4,2,10,13,0,0,2,2,5
64563,E00004129,E00004129,Output Areas and Small Areas,OASA,265,130,8,0,70,0,1,7,3,7,5,0,10,7,4,2,0,8,3
64564,E00004130,E00004130,Output Areas and Small Areas,OASA,268,104,9,0,94,0,0,4,7,15,3,0,5,9,11,1,0,3,3
64565,E00004131,E00004131,Output Areas and Small Areas,OASA,280,111,3,0,88,1,1,13,1,2,0,0,6,22,5,0,0,17,10
64566,E00004132,E00004132,Output Areas and Small Areas,OASA,204,114,1,0,61,0,1,4,8,4,1,1,1,0,1,1,0,0,6
64567,E00004133,E00004133,Output Areas and Small Areas,OASA,255,107,3,0,80,1,0,4,13,15,0,3,5,3,0,9,7,0,5
64568,E00004134,E00004134,Output Areas and Small Areas,OASA,188,100,4,0,45,1,0,5,3,8,0,1,9,7,0,2,0,0,3
64569,E00004135,E00004135,Output Areas and Small Areas,OASA,143,67,5,0,35,0,0,4,3,11,3,0,3,4,3,0,0,1,4
64570,E00004136,E00004136,Output Areas and Small Areas,OASA,228,136,0,0,65,1,0,3,5,3,1,0,0,9,2,0,1,0,2
64571,E00004137,E00004137,Output Areas and Small Areas,OASA,272,131,4,0,86,0,0,5,2,6,0,1,3,12,1,4,0,6,11
64572,E00004138,E00004138,Output Areas and Small Areas,OASA,225,95,10,0,65,0,0,3,7,11,2,0,3,12,4,0,3,3,7
64573,E00004139,E00004139,Output Areas and Small Areas,OASA,333,59,2,0,34,6,8,8,9,8,0,69,1,16,76,7,9,5,16
64574,E00004140,E00004140,Output Areas and Small Areas,OASA,206,93,10,0,70,1,2,3,1,7,0,0,2,5,1,3,0,1,7
64575,E00004141,E00004141,Output Areas and Small Areas,OASA,188,86,13,0,46,0,1,7,3,7,1,0,8,2,4,3,1,0,6
64576,E00004142,E00004142,Output Areas and Small Areas,OASA,237,109,9,0,69,2,0,3,1,11,0,0,7,15,1,1,1,0,8
64577,E00004143,E00004143,Output Areas and Small Areas,OASA,242,104,8,0,84,2,1,9,1,6,2,1,3,9,0,3,0,2,7
64578,E00004144,E00004144,Output Areas and Small Areas,OASA,230,135,0,0,60,4,1,4,5,2,1,0,7,5,0,4,0,0,2
64579,E00004145,E00004145,Output Areas and Small Areas,OASA,256,108,2,0,98,1,1,3,6,3,1,0,3,17,4,6,0,0,3
64580,E00004146,E00004146,Output Areas and Small Areas,OASA,249,128,7,0,60,4,1,5,6,8,1,0,6,11,4,3,0,0,5
64581,E00004147,E00004147,Output Areas and Small Areas,OASA,225,135,7,0,48,0,5,7,1,6,0,0,2,6,2,0,0,1,5
64582,E00004148,E00004148,Output Areas and Small Areas,OASA,175,110,1,0,43,0,0,1,1,4,1,0,3,5,1,0,0,1,4
64583,E00004149,E00004149,Output Areas and Small Areas,OASA,337,185,9,0,84,0,2,14,4,10,0,6,7,9,0,0,2,2,3
64584,E00004150,E00004150,Output Areas and Small Areas,OASA,304,114,6,0,92,1,0,4,10,15,5,0,29,13,0,6,0,3,6
64585,E00004151,E00004151,Output Areas and Small Areas,OASA,261,139,4,0,78,4,4,5,1,5,1,0,8,4,1,1,2,0,4
64586,E00004152,E00004152,Output Areas and Small Areas,OASA,243,141,3,0,70,0,5,4,3,1,0,0,3,7,1,1,0,1,3
64587,E00004153,E00004153,Output Areas and Small Areas,OASA,206,77,3,0,76,0,3,4,3,3,3,4,2,9,15,0,2,1,1
64588,E00004154,E00004154,Output Areas and Small Areas,OASA,255,79,3,0,122,1,0,3,4,11,0,0,12,4,1,1,9,2,3
64589,E00004155,E00004155,Output Areas and Small Areas,OASA,250,78,2,0,103,1,0,6,5,31,0,2,14,3,1,0,1,1,2
64590,E00004156,E00004156,Output Areas and Small Areas,OASA,223,93,3,0,77,2,0,5,10,5,0,0,10,7,0,3,1,2,5
64591,E00004157,E00004157,Output Areas and Small Areas,OASA,226,97,1,0,65,3,3,1,8,4,1,0,16,8,4,0,1,5,9
64592,E00004158,E00004158,Output Areas and Small Areas,OASA,284,126,10,0,48,7,0,1,4,0,1,18,7,16,37,3,0,1,5
64593,E00004159,E00004159,Output Areas and Small Areas,OASA,394,114,7,0,56,6,2,2,10,3,5,42,3,8,70,8,41,5,12
64594,E00004160,E00004160,Output Areas and Small Areas,OASA,214,78,5,0,30,6,4,5,4,3,6,1,3,14,29,0,19,6,1
64595,E00004161,E00004161,Output Areas and Small Areas,OASA,201,107,9,0,34,2,1,6,5,5,2,6,15,7,0,0,0,1,1
64596,E00004162,E00004162,Output Areas and Small Areas,OASA,248,84,5,0,88,1,3,11,4,7,6,2,14,9,2,4,2,0,6
64597,E00004163,E00004163,Output Areas and Small Areas,OASA,393,155,5,4,75,3,0,6,1,28,6,21,14,26,11,3,16,8,11
64598,E00004164,E00004164,Output Areas and Small Areas,OASA,383,116,15,0,51,8,3,8,6,5,4,38,8,17,69,5,9,1,20
64599,E00004165,E00004165,Output Areas and Small Areas,OASA,345,113,10,0,58,5,3,2,5,12,0,20,7,29,41,7,21,6,6
64600,E00004166,E00004166,Output Areas and Small Areas,OASA,416,112,13,0,73,8,16,4,7,10,0,54,0,21,49,11,18,8,12
64601,E00004167,E00004167,Output Areas and Small Areas,OASA,284,180,4,0,62,0,0,4,1,8,0,6,1,7,5,0,3,0,3
64602,E00004168,E00004168,Output Areas and Small Areas,OASA,194,98,3,0,49,2,0,5,5,11,1,0,3,10,0,0,1,1,5
64603,E00004169,E00004169,Output Areas and Small Areas,OASA,317,128,5,0,78,1,1,11,4,20,5,1,19,11,0,1,14,1,17
64604,E00004172,E00004172,Output Areas and Small Areas,OASA,229,100,12,0,47,2,1,5,5,10,1,2,4,14,7,2,6,7,4
64605,E00004173,E00004173,Output Areas and Small Areas,OASA,609,234,17,0,102,2,5,11,9,26,24,13,91,42,17,2,1,4,9
64606,E00004174,E00004174,Output Areas and Small Areas,OASA,274,43,7,0,44,0,5,1,7,12,2,17,18,49,32,2,7,3,25
64607,E00004175,E00004175,Output Areas and Small Areas,OASA,289,96,18,0,39,7,12,3,5,7,3,35,9,16,20,8,3,6,2
64608,E00004177,E00004177,Output Areas and Small Areas,OASA,296,116,2,0,68,1,1,6,2,13,2,0,51,19,4,1,0,2,8
64609,E00004179,E00004179,Output Areas and Small Areas,OASA,327,164,10,0,36,7,2,6,2,4,3,41,16,12,7,1,6,4,6
64610,E00004180,E00004180,Output Areas and Small Areas,OASA,283,84,10,0,56,3,0,7,8,3,1,23,12,11,27,19,18,1,0
64611,E00004181,E00004181,Output Areas and Small Areas,OASA,355,193,7,0,49,4,2,5,3,5,0,31,10,18,15,1,4,6,2
64612,E00004182,E00004182,Output Areas and Small Areas,OASA,180,65,4,0,23,2,2,3,6,2,2,16,17,8,21,3,4,2,0
64613,E00004183,E00004183,Output Areas and Small Areas,OASA,197,96,11,0,12,4,3,0,2,0,0,28,0,4,14,12,6,5,0
64614,E00004184,E00004184,Output Areas and Small Areas,OASA,210,100,15,0,27,3,2,0,1,3,0,10,17,12,13,1,1,1,4
64615,E00004185,E00004185,Output Areas and Small Areas,OASA,413,83,5,0,64,1,9,3,4,26,4,52,15,21,44,29,22,14,17
64616,E00004187,E00004187,Output Areas and Small Areas,OASA,488,186,9,0,104,1,1,9,14,28,4,23,23,24,24,1,9,11,17
64617,E00004188,E00004188,Output Areas and Small Areas,OASA,182,51,2,0,48,1,0,4,2,15,5,1,15,10,7,0,1,10,10
64618,E00004189,E00004189,Output Areas and Small Areas,OASA,317,44,2,0,58,0,0,3,5,57,0,11,24,34,30,0,0,11,38
64619,E00004190,E00004190,Output Areas and Small Areas,OASA,471,277,10,1,93,0,0,10,4,3,5,1,21,22,2,1,4,8,9
64620,E00004193,E00004193,Output Areas and Small Areas,OASA,657,229,16,0,127,0,0,21,15,44,6,1,86,59,10,2,16,11,14
64621,E00004194,E00004194,Output Areas and Small Areas,OASA,252,100,8,0,81,1,2,5,5,7,2,0,11,8,6,5,4,4,3
64622,E00004195,E00004195,Output Areas and Small Areas,OASA,311,119,9,0,52,2,3,3,10,11,0,12,33,21,11,0,5,11,9
64623,E00004196,E00004196,Output Areas and Small Areas,OASA,211,123,0,3,35,1,0,3,2,7,2,1,8,7,4,2,6,5,2
64624,E00004197,E00004197,Output Areas and Small Areas,OASA,257,122,5,0,56,0,1,6,5,7,0,3,32,11,1,1,1,6,0
64625,E00004198,E00004198,Output Areas and Small Areas,OASA,350,108,10,0,89,3,0,8,7,14,6,5,50,27,2,0,7,4,10
64626,E00004199,E00004199,Output Areas and Small Areas,OASA,286,115,12,0,84,0,2,4,9,14,0,0,25,14,0,0,1,4,2
64627,E00004200,E00004200,Output Areas and Small Areas,OASA,248,99,11,0,56,1,1,3,4,11,2,15,2,25,3,0,9,4,2
64628,E00004201,E00004201,Output Areas and Small Areas,OASA,272,178,7,0,61,2,1,3,2,6,0,0,2,0,0,2,3,3,2
64629,E00004202,E00004202,Output Areas and Small Areas,OASA,171,109,16,0,20,0,0,0,1,1,1,0,3,11,4,3,0,0,2
64630,E00004203,E00004203,Output Areas and Small Areas,OASA,319,169,15,0,92,0,2,0,3,2,2,2,6,8,4,5,1,0,8
64631,E00004204,E00004204,Output Areas and Small Areas,OASA,277,153,9,0,75,1,2,4,2,13,0,0,4,2,1,1,0,2,8
64632,E00004205,E00004205,Output Areas and Small Areas,OASA,373,225,25,0,70,3,1,5,5,11,1,3,7,10,1,4,2,0,0
64633,E00004206,E00004206,Output Areas and Small Areas,OASA,310,175,27,1,28,2,0,1,8,1,0,20,0,5,18,18,4,1,1
64634,E00004207,E00004207,Output Areas and Small Areas,OASA,365,115,12,1,41,2,5,14,4,3,3,83,11,13,33,0,6,13,6
64635,E00004208,E00004208,Output Areas and Small Areas,OASA,303,123,14,0,39,4,2,2,12,8,3,27,7,7,24,7,6,14,4
64636,E00004209,E00004209,Output Areas and Small Areas,OASA,271,114,21,0,43,0,8,2,11,1,3,24,6,2,22,2,8,1,3
64637,E00004210,E00004210,Output Areas and Small Areas,OASA,323,99,8,0,46,6,1,7,10,3,0,43,13,13,52,4,9,6,3
64638,E00004211,E00004211,Output Areas and Small Areas,OASA,306,139,14,0,66,4,0,11,3,9,1,15,10,17,0,3,6,7,1
64639,E00004212,E00004212,Output Areas and Small Areas,OASA,330,189,6,0,38,11,4,13,7,7,0,15,3,12,15,2,3,1,4
64640,E00004213,E00004213,Output Areas and Small Areas,OASA,456,139,15,0,42,12,5,6,20,12,1,48,7,16,63,16,27,7,20
64641,E00004214,E00004214,Output Areas and Small Areas,OASA,521,176,11,0,108,9,2,16,16,12,1,43,10,21,43,10,10,7,26
64642,E00004215,E00004215,Output Areas and Small Areas,OASA,269,142,4,0,71,3,5,2,3,2,1,12,5,4,6,7,0,1,1
64643,E00004216,E00004216,Output Areas and Small Areas,OASA,299,198,6,0,73,2,2,8,2,3,1,0,0,1,2,0,0,0,1
64644,E00004217,E00004217,Output Areas and Small Areas,OASA,244,131,13,0,55,2,2,4,2,2,0,0,6,15,4,2,4,0,2
64645,E00004218,E00004218,Output Areas and Small Areas,OASA,305,163,15,0,54,1,1,0,2,2,0,41,3,5,7,0,1,0,10
64646,E00004219,E00004219,Output Areas and Small Areas,OASA,366,191,12,0,88,8,2,9,1,16,0,2,6,3,13,10,3,0,2
64647,E00004220,E00004220,Output Areas and Small Areas,OASA,170,110,7,0,26,0,1,1,3,0,0,1,3,2,8,2,1,1,4
64648,E00004221,E00004221,Output Areas and Small Areas,OASA,232,112,9,0,70,1,4,6,6,2,1,0,6,8,1,0,0,0,6
64649,E00004222,E00004222,Output Areas and Small Areas,OASA,215,113,4,0,65,0,0,6,8,2,1,4,2,4,1,2,1,0,2
64650,E00004223,E00004223,Output Areas and Small Areas,OASA,321,104,12,4,46,4,2,6,5,3,1,57,7,16,17,9,20,7,1
64651,E00004224,E00004224,Output Areas and Small Areas,OASA,280,166,7,0,65,3,0,7,2,10,0,0,6,8,1,0,0,1,4
64652,E00004225,E00004225,Output Areas and Small Areas,OASA,463,177,42,0,104,2,6,1,13,21,4,15,2,30,18,3,15,6,4
64653,E00004226,E00004226,Output Areas and Small Areas,OASA,256,154,0,0,50,0,2,9,6,11,0,0,9,7,3,0,0,1,4
64654,E00004227,E00004227,Output Areas and Small Areas,OASA,271,159,17,0,60,2,1,2,6,2,1,7,1,2,1,0,1,6,3
64655,E00004228,E00004228,Output Areas and Small Areas,OASA,204,124,3,0,46,1,2,4,4,1,0,0,4,1,6,2,1,0,5
64656,E00004229,E00004229,Output Areas and Small Areas,OASA,318,140,7,0,89,0,1,5,2,13,0,11,7,5,20,0,4,2,12
64657,E00004230,E00004230,Output Areas and Small Areas,OASA,283,131,17,0,47,10,3,5,2,5,1,23,1,9,10,12,1,1,5
64658,E00004231,E00004231,Output Areas and Small Areas,OASA,328,205,14,0,75,5,2,8,2,1,0,0,7,6,1,0,1,0,1
64659,E00004232,E00004232,Output Areas and Small Areas,OASA,202,123,6,0,38,1,2,4,3,3,0,0,1,10,1,3,2,2,3
64660,E00004233,E00004233,Output Areas and Small Areas,OASA,231,146,7,0,44,5,4,4,4,2,0,0,2,0,4,1,2,0,6
64661,E00004234,E00004234,Output Areas and Small Areas,OASA,242,149,7,0,55,2,0,4,3,3,0,0,3,2,0,0,0,0,14
64662,E00004235,E00004235,Output Areas and Small Areas,OASA,326,143,10,0,62,9,2,2,1,1,0,7,7,7,43,5,12,13,2
64663,E00004236,E00004236,Output Areas and Small Areas,OASA,329,158,15,0,55,5,3,4,5,11,1,20,6,14,21,4,1,2,4
64664,E00004237,E00004237,Output Areas and Small Areas,OASA,267,112,15,0,51,1,4,3,1,4,0,41,3,7,9,6,5,5,0
64665,E00004238,E00004238,Output Areas and Small Areas,OASA,290,174,5,0,59,0,1,10,0,7,2,6,1,1,12,0,1,1,10
64666,E00004239,E00004239,Output Areas and Small Areas,OASA,215,132,18,0,17,3,1,4,0,4,0,0,1,7,6,12,0,1,9
64667,E00004240,E00004240,Output Areas and Small Areas,OASA,329,132,21,1,48,4,2,5,6,7,6,30,8,7,14,6,15,5,12
64668,E00004241,E00004241,Output Areas and Small Areas,OASA,295,174,7,0,51,1,0,14,0,11,0,1,3,8,1,5,1,4,14
64669,E00004242,E00004242,Output Areas and Small Areas,OASA,176,57,5,0,60,0,6,6,0,5,1,0,7,14,12,1,1,1,0
64670,E00004243,E00004243,Output Areas and Small Areas,OASA,290,188,9,0,53,1,1,10,5,5,0,1,3,5,1,0,4,2,2
64671,E00004244,E00004244,Output Areas and Small Areas,OASA,292,59,7,0,12,9,4,1,2,4,0,63,7,22,75,3,19,1,4
64672,E00004245,E00004245,Output Areas and Small Areas,OASA,317,175,12,1,39,3,6,3,3,6,7,14,2,1,10,21,5,0,9
64673,E00004246,E00004246,Output Areas and Small Areas,OASA,792,346,19,0,159,10,2,9,14,42,13,26,100,24,16,1,4,2,5
64674,E00004247,E00004247,Output Areas and Small Areas,OASA,314,184,15,0,55,1,0,2,1,5,0,3,3,13,8,4,1,5,14
64675,E00004248,E00004248,Output Areas and Small Areas,OASA,446,206,14,1,72,8,7,11,15,5,5,27,5,5,26,11,3,5,20
64676,E00004249,E00004249,Output Areas and Small Areas,OASA,226,136,8,0,31,3,1,2,9,3,2,1,1,4,5,5,10,0,5
64677,E00004250,E00004250,Output Areas and Small Areas,OASA,271,184,5,1,45,3,1,2,2,7,0,1,5,5,5,2,0,0,3
64678,E00004251,E00004251,Output Areas and Small Areas,OASA,231,139,10,0,41,7,0,2,4,7,1,0,0,7,4,1,4,2,2
64679,E00004252,E00004252,Output Areas and Small Areas,OASA,252,148,10,0,36,1,2,8,2,2,0,5,1,11,5,2,10,3,6
64680,E00004253,E00004253,Output Areas and Small Areas,OASA,296,146,7,1,48,4,0,8,5,3,0,22,5,21,13,4,1,5,3
64681,E00004254,E00004254,Output Areas and Small Areas,OASA,315,110,6,1,33,7,6,0,11,0,0,47,2,10,35,22,10,1,14
64682,E00004255,E00004255,Output Areas and Small Areas,OASA,282,157,6,2,46,7,1,1,3,1,0,13,13,2,9,0,2,12,7
64683,E00004256,E00004256,Output Areas and Small Areas,OASA,361,97,21,0,63,3,7,2,5,10,4,51,31,19,22,7,11,5,3
64684,E00004257,E00004257,Output Areas and Small Areas,OASA,264,129,10,2,65,2,0,4,12,3,0,3,0,9,10,5,8,0,2
64685,E00004258,E00004258,Output Areas and Small Areas,OASA,236,142,9,0,49,2,1,1,4,2,0,0,6,4,1,7,4,1,3
64686,E00004259,E00004259,Output Areas and Small Areas,OASA,328,84,10,0,54,6,11,2,6,1,0,59,17,11,39,6,6,5,11
64687,E00004260,E00004260,Output Areas and Small Areas,OASA,220,97,6,0,18,1,1,3,5,1,0,1,1,9,54,9,7,6,1
64688,E00004261,E00004261,Output Areas and Small Areas,OASA,275,105,8,0,33,0,0,2,10,2,0,47,10,17,22,3,11,1,4
64689,E00004262,E00004262,Output Areas and Small Areas,OASA,281,85,11,0,26,12,5,0,8,0,6,42,2,9,29,22,16,5,3
64690,E00004263,E00004263,Output Areas and Small Areas,OASA,385,101,3,0,56,9,2,2,16,2,0,49,9,12,77,14,24,6,3
64691,E00004264,E00004264,Output Areas and Small Areas,OASA,348,202,6,0,68,3,1,8,7,1,0,0,15,11,6,3,6,1,10
64692,E00004265,E00004265,Output Areas and Small Areas,OASA,234,132,12,1,23,3,4,1,6,1,5,14,0,6,13,10,3,0,0
64693,E00004266,E00004266,Output Areas and Small Areas,OASA,345,174,15,0,44,8,12,1,8,16,0,11,6,9,21,9,6,2,3
64694,E00004268,E00004268,Output Areas and Small Areas,OASA,319,146,18,0,56,3,1,6,2,2,0,6,5,1,43,4,14,6,6
64695,E00004269,E00004269,Output Areas and Small Areas,OASA,231,126,8,1,33,5,1,2,7,1,2,8,0,1,21,10,5,0,0
64696,E00004270,E00004270,Output Areas and Small Areas,OASA,448,164,17,0,102,7,3,7,18,5,3,41,14,6,33,0,10,8,10
64697,E00004271,E00004271,Output Areas and Small Areas,OASA,328,138,19,0,63,0,3,6,13,5,0,24,8,9,11,10,14,1,4
64698,E00004272,E00004272,Output Areas and Small Areas,OASA,273,180,7,0,40,8,2,1,2,2,0,11,8,3,1,0,2,1,5
64699,E00004273,E00004273,Output Areas and Small Areas,OASA,364,232,9,0,79,0,1,6,3,5,0,13,2,7,0,0,1,3,3
64700,E00004274,E00004274,Output Areas and Small Areas,OASA,291,180,19,1,51,6,2,2,6,2,0,1,4,3,7,4,1,0,2
64701,E00004275,E00004275,Output Areas and Small Areas,OASA,199,114,12,0,45,1,0,2,4,5,1,2,0,8,0,3,0,1,1
64702,E00004276,E00004276,Output Areas and Small Areas,OASA,274,133,17,0,39,10,4,10,10,1,0,0,2,3,17,7,4,10,7
64703,E00004277,E00004277,Output Areas and Small Areas,OASA,259,152,7,0,42,8,6,8,3,3,0,0,2,0,16,7,1,1,3
64704,E00004278,E00004278,Output Areas and Small Areas,OASA,218,108,7,0,56,2,1,4,5,0,2,5,0,3,6,5,7,0,7
64705,E00004279,E00004279,Output Areas and Small Areas,OASA,290,121,8,0,28,6,0,6,6,8,2,30,1,9,24,18,13,8,2
64706,E00004280,E00004280,Output Areas and Small Areas,OASA,211,117,6,0,46,1,0,1,5,7,0,0,0,5,12,5,0,3,3
64707,E00004281,E00004281,Output Areas and Small Areas,OASA,251,155,7,2,31,4,2,5,5,2,1,13,0,8,6,4,1,1,4
64708,E00004282,E00004282,Output Areas and Small Areas,OASA,302,135,9,0,63,4,1,8,3,9,9,11,0,16,6,13,12,0,3
64709,E00004283,E00004283,Output Areas and Small Areas,OASA,267,142,20,0,40,2,3,4,4,4,1,5,2,2,14,7,3,12,2
64710,E00004284,E00004284,Output Areas and Small Areas,OASA,247,118,8,0,39,10,0,2,4,13,0,5,6,0,10,14,11,3,4
64711,E00004285,E00004285,Output Areas and Small Areas,OASA,270,119,5,0,73,0,1,2,4,8,4,0,5,21,5,1,1,8,13
64712,E00004286,E00004286,Output Areas and Small Areas,OASA,294,107,8,0,83,8,2,6,6,7,5,2,8,12,4,12,5,13,6
64713,E00004287,E00004287,Output Areas and Small Areas,OASA,273,87,8,0,62,2,9,2,14,14,5,3,3,15,25,11,1,9,3
64714,E00004288,E00004288,Output Areas and Small Areas,OASA,318,118,7,0,53,7,2,11,11,13,3,3,7,15,25,3,15,8,17
64715,E00004289,E00004289,Output Areas and Small Areas,OASA,232,114,9,2,59,0,0,0,1,6,0,7,2,19,3,2,1,3,4
64716,E00004290,E00004290,Output Areas and Small Areas,OASA,306,100,17,0,89,9,1,6,7,15,1,4,9,15,6,4,2,11,10
64717,E00004291,E00004291,Output Areas and Small Areas,OASA,340,117,37,3,50,14,4,4,3,6,5,28,2,10,37,5,4,4,7
64718,E00004292,E00004292,Output Areas and Small Areas,OASA,332,74,8,2,33,10,12,5,5,9,1,29,7,8,84,12,17,9,7
64719,E00004293,E00004293,Output Areas and Small Areas,OASA,276,88,28,0,37,8,4,2,2,8,4,13,4,12,17,3,12,18,16
64720,E00004294,E00004294,Output Areas and Small Areas,OASA,215,86,20,0,57,3,1,3,3,2,0,0,3,18,8,2,6,0,3
64721,E00004295,E00004295,Output Areas and Small Areas,OASA,389,194,8,0,88,2,0,1,3,18,1,2,6,16,10,2,4,16,18
64722,E00004296,E00004296,Output Areas and Small Areas,OASA,383,97,19,0,46,7,3,17,9,5,11,62,3,18,38,14,3,20,11
64723,E00004297,E00004297,Output Areas and Small Areas,OASA,319,171,9,0,68,7,1,1,9,11,4,0,4,9,10,3,1,4,7
64724,E00004298,E00004298,Output Areas and Small Areas,OASA,311,175,8,0,65,1,0,15,13,8,7,0,3,1,0,0,1,7,7
64725,E00004299,E00004299,Output Areas and Small Areas,OASA,302,187,13,0,46,3,0,10,5,4,3,0,8,5,6,1,2,4,5
64726,E00004300,E00004300,Output Areas and Small Areas,OASA,273,129,27,0,55,4,2,5,8,6,0,6,3,3,3,5,7,7,3
64727,E00004301,E00004301,Output Areas and Small Areas,OASA,503,116,36,0,115,10,4,6,14,22,3,1,19,69,38,5,4,25,16
64728,E00004302,E00004302,Output Areas and Small Areas,OASA,303,122,15,0,61,6,1,13,7,9,1,2,9,19,12,13,2,8,3
64729,E00004303,E00004303,Output Areas and Small Areas,OASA,299,182,14,0,55,5,0,8,9,5,2,0,0,10,1,0,0,4,4
64730,E00004304,E00004304,Output Areas and Small Areas,OASA,397,213,17,1,81,1,4,13,7,2,3,1,8,15,7,1,10,9,4
64731,E00004305,E00004305,Output Areas and Small Areas,OASA,355,115,16,0,119,1,0,11,7,19,8,6,6,14,7,3,0,13,10
