CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,15,90+,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
60525,E00000017,E00000017,Output Areas and Small Areas,OASA,2,5,6,6,2,7,8,4,4,1,2,3,3,5,6,7,1,4,7,3,6,4,2,2,6,4,3,1,2,1,0,2,1,0,1,3,0,1,0,2,1,0,1,2,3,1,3,3,3,0,5,6,4,3,3,0,2,3,9,1,5,1,1,1,1,2,5,1,4,5,3,4,4,0,2,1,0,0,3,2,7,1,5,5,3,5,7,9,8,4,11
60526,E00000018,E00000018,Output Areas and Small Areas,OASA,6,5,1,4,4,6,4,3,9,6,9,1,3,2,6,8,4,5,2,8,3,5,2,3,2,2,2,1,4,2,1,1,0,3,4,1,1,0,1,1,1,0,1,1,0,2,0,2,0,2,0,2,1,0,1,0,0,0,0,0,4,0,3,3,0,2,1,2,0,0,3,4,0,4,6,3,3,2,1,1,5,2,2,2,4,2,0,2,4,2,3
60527,E00000019,E00000019,Output Areas and Small Areas,OASA,1,1,3,2,3,3,1,2,1,0,2,1,0,0,1,1,4,2,1,1,2,2,3,0,2,1,2,0,1,2,1,1,2,0,0,1,0,0,1,0,0,1,0,0,2,2,3,2,0,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,4,2,3,3,3,3,1,4,7,2,2,2,6,3,4,5,5,0,4,3
60528,E00000020,E00000020,Output Areas and Small Areas,OASA,5,4,5,8,5,5,4,3,0,2,0,3,3,3,1,0,3,5,0,2,2,2,4,6,3,5,5,1,4,0,1,0,0,1,3,1,2,1,1,2,0,0,0,0,3,3,3,2,1,1,1,5,1,2,0,1,1,2,3,0,0,0,1,0,0,1,1,1,0,4,1,3,4,2,3,2,0,4,5,4,3,3,4,6,6,6,7,5,6,4,6
60529,E00000021,E00000021,Output Areas and Small Areas,OASA,2,2,4,4,2,2,7,5,1,7,2,5,8,3,3,3,2,4,4,6,6,1,1,2,3,2,3,4,1,0,1,1,3,1,1,0,1,0,0,0,0,0,2,1,6,2,5,1,1,2,1,2,1,1,1,2,1,1,1,0,0,1,1,0,2,1,5,3,3,1,2,6,7,3,4,11,5,10,7,3,3,3,10,7,6,4,13,6,1,10,6
60530,E00000022,E00000022,Output Areas and Small Areas,OASA,4,4,7,2,2,6,3,3,6,7,2,2,3,2,3,1,3,1,3,2,1,2,1,0,0,0,0,0,0,2,0,1,2,0,0,2,3,1,1,1,1,0,0,4,2,2,0,4,2,2,1,0,1,3,1,5,3,1,4,2,2,5,1,3,3,1,0,2,1,6,1,3,5,4,1,10,5,2,1,1,3,3,6,3,4,1,8,6,2,5,4
60531,E00000023,E00000023,Output Areas and Small Areas,OASA,3,4,2,4,2,0,3,4,1,2,1,1,1,2,3,1,1,2,3,2,0,3,4,1,2,1,2,2,2,1,0,1,3,3,0,3,4,2,2,0,0,0,0,1,1,2,2,2,1,3,2,2,3,3,1,2,0,0,0,1,1,1,0,0,2,0,0,2,4,3,4,2,3,7,2,2,1,2,7,2,5,2,4,3,3,2,2,4,4,5,0
60532,E00000024,E00000024,Output Areas and Small Areas,OASA,4,2,1,4,0,3,2,3,2,5,4,1,3,2,3,3,1,3,3,4,1,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,0,1,4,3,1,3,9,5,10,4,2,1,0,4,1,4,2,13,7,4,15,5,10,8,4,6,5,11,3,7,6,5,3,4,6,9,2,1,9,4,3,6
60533,E00000025,E00000025,Output Areas and Small Areas,OASA,9,6,6,4,4,1,8,5,4,3,6,6,9,10,7,3,7,3,4,1,1,3,2,4,0,3,2,1,2,1,2,0,1,3,0,1,0,3,1,1,0,0,0,1,1,1,2,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,2,5,5,4,15,12,13,11,5,10,5,8,6,6,2,8,5,4,1,3,6,5,8,1,3,6,5,9
60534,E00000026,E00000026,Output Areas and Small Areas,OASA,2,2,2,3,6,4,4,2,4,4,1,3,3,6,0,2,3,1,0,2,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,3,3,17,10,15,18,7,12,10,13,11,7,7,5,9,3,5,6,8,1,6,3,3,3,7
60535,E00000027,E00000027,Output Areas and Small Areas,OASA,10,8,3,2,2,2,3,0,1,3,1,4,0,1,5,1,7,0,2,1,0,0,1,1,0,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,10,16,22,15,21,16,25,10,20,14,11,7,11,8,3,6,6,4,8,5,3,9,8,8,9
60536,E00000028,E00000028,Output Areas and Small Areas,OASA,0,3,0,1,1,2,1,1,3,1,2,1,0,1,1,1,2,0,0,1,1,6,0,0,0,1,1,0,0,1,0,0,2,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,2,0,7,4,6,3,3,3,4,11,7,5,7,4,5,6,6,4,2,2,0,2,1,4,1,2,0,1,4
60537,E00000029,E00000029,Output Areas and Small Areas,OASA,1,3,2,3,1,1,2,4,1,2,3,3,2,2,2,1,2,2,0,0,3,1,0,3,4,6,4,9,3,2,0,1,1,0,0,1,0,0,0,0,0,0,0,4,0,1,1,1,0,1,0,3,0,1,2,0,0,0,1,2,0,0,0,2,3,2,11,8,8,7,8,9,11,8,1,8,5,6,4,3,7,4,0,0,1,2,6,4,2,0,3
60538,E00000030,E00000030,Output Areas and Small Areas,OASA,6,2,3,3,4,1,3,2,1,4,4,4,1,1,3,4,3,1,1,4,2,0,3,0,2,2,0,1,5,0,0,2,0,0,1,2,2,0,1,0,0,0,2,2,2,2,2,1,1,3,6,1,3,4,0,6,3,3,2,3,2,4,1,2,2,2,3,4,8,9,4,10,11,8,5,6,3,3,3,1,4,3,4,4,1,2,9,3,3,3,3
60539,E00000031,E00000031,Output Areas and Small Areas,OASA,9,0,0,3,1,1,0,0,0,5,1,0,0,1,2,1,3,1,1,4,3,1,1,1,2,0,0,1,1,1,2,2,0,1,0,0,0,1,1,0,2,0,0,0,0,4,1,1,4,2,2,0,3,0,3,0,0,1,0,0,0,2,1,1,2,1,2,3,3,0,2,3,1,4,1,1,1,2,4,1,1,3,4,1,3,4,2,4,0,5,1
60540,E00000032,E00000032,Output Areas and Small Areas,OASA,5,7,10,7,4,4,9,3,4,7,6,4,1,2,1,3,4,4,0,6,0,3,3,2,1,3,0,2,2,1,1,1,3,0,1,0,0,0,0,0,0,0,0,7,3,3,3,3,6,2,3,8,9,7,5,4,5,7,5,7,5,5,8,2,11,4,3,10,7,5,4,3,4,11,8,4,5,5,5,3,3,1,3,2,9,6,4,10,5,8,5
60541,E00000035,E00000035,Output Areas and Small Areas,OASA,5,7,4,0,3,5,2,1,1,2,3,3,0,2,0,0,3,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,2,1,0,11,8,7,6,9,10,9,8,18,5,9,11,4,4,4,3,6,2,3,6,5,7,5,5,3
64554,E00004120,E00004120,Output Areas and Small Areas,OASA,3,0,4,4,4,1,4,0,1,0,1,4,1,6,5,7,1,6,1,3,4,3,0,2,2,5,2,3,0,0,1,0,0,0,0,3,1,0,0,1,1,0,1,0,1,9,4,4,2,3,3,1,4,2,1,3,0,4,0,1,0,3,1,2,0,1,4,8,7,8,8,11,5,10,15,9,6,7,5,12,8,3,2,6,5,10,6,9,5,7,4
64555,E00004121,E00004121,Output Areas and Small Areas,OASA,3,2,2,1,2,1,1,2,1,2,1,4,3,4,3,2,4,3,2,6,2,2,1,3,3,2,1,5,0,3,2,2,0,1,1,1,2,0,4,1,0,0,3,0,0,9,6,6,5,3,4,6,2,2,1,0,0,0,0,0,1,0,0,0,0,2,0,1,2,1,3,2,3,7,10,4,6,9,13,6,6,10,6,3,4,2,3,4,7,2,1
64556,E00004122,E00004122,Output Areas and Small Areas,OASA,2,3,2,1,4,3,1,3,2,1,1,2,1,3,0,2,1,1,3,1,0,1,1,2,0,1,2,1,2,4,1,0,2,0,1,1,2,1,1,0,0,2,0,0,0,6,8,4,6,5,4,6,2,2,3,5,1,0,1,1,0,2,1,1,2,1,1,2,2,3,3,4,9,2,5,3,3,9,5,7,8,7,3,5,6,2,6,0,5,5,8
64557,E00004123,E00004123,Output Areas and Small Areas,OASA,9,6,4,4,5,4,4,3,7,3,5,1,1,3,2,1,2,1,7,0,2,4,1,4,1,0,2,4,1,0,0,0,3,0,2,2,1,1,1,2,2,0,0,2,3,6,5,4,7,6,4,7,1,3,2,2,6,2,5,2,2,0,2,1,3,0,3,2,8,4,7,11,5,4,5,3,4,3,3,5,8,6,6,8,8,2,3,4,2,1,1
64558,E00004124,E00004124,Output Areas and Small Areas,OASA,2,2,2,1,0,0,1,1,2,4,3,3,5,2,1,2,1,4,3,1,0,0,0,1,0,3,1,0,1,0,2,5,1,1,0,1,0,0,2,1,1,0,0,0,1,6,4,3,0,1,3,3,2,0,4,2,0,1,0,0,0,1,1,0,0,1,1,3,6,5,2,5,5,3,1,5,3,4,6,4,6,1,4,3,4,4,0,2,1,4,1
64559,E00004125,E00004125,Output Areas and Small Areas,OASA,5,3,3,5,2,0,0,2,4,2,0,0,1,2,1,0,3,3,4,5,3,2,1,3,1,1,2,3,0,2,1,3,1,2,1,0,0,2,1,0,0,3,1,1,1,2,1,2,1,1,1,1,1,0,3,1,0,0,0,1,1,1,0,0,0,2,3,6,3,8,4,13,11,17,9,7,12,14,5,11,6,3,8,9,5,4,1,3,5,0,2
64560,E00004126,E00004126,Output Areas and Small Areas,OASA,9,3,2,2,2,4,2,1,2,2,6,1,2,0,2,1,3,2,2,3,1,1,2,1,1,0,0,2,7,0,1,0,2,0,1,1,1,0,0,0,1,2,0,2,1,3,8,3,4,1,4,1,0,2,2,2,1,1,1,2,0,1,2,1,0,1,1,0,6,2,3,5,5,6,14,8,6,6,11,16,8,3,10,7,12,7,8,5,2,1,4
64561,E00004127,E00004127,Output Areas and Small Areas,OASA,2,3,1,1,3,5,3,5,4,1,0,0,2,3,3,3,3,1,5,2,1,2,3,2,2,1,1,0,1,0,3,2,0,3,1,1,0,1,0,0,1,0,0,1,1,5,2,3,4,2,3,1,0,2,1,6,1,1,1,5,3,1,5,0,2,1,3,8,8,9,6,13,8,7,18,7,5,6,4,3,6,2,6,4,1,1,2,6,4,2,0
64562,E00004128,E00004128,Output Areas and Small Areas,OASA,1,1,6,7,0,1,2,1,1,2,2,0,3,1,4,2,7,3,1,3,4,2,1,3,5,0,1,0,0,3,2,2,1,7,1,2,0,0,3,1,0,0,0,2,1,3,4,2,2,6,3,6,2,2,2,1,1,2,0,1,0,0,3,0,2,2,2,6,2,6,2,9,8,11,4,12,11,1,8,10,13,12,8,4,6,4,5,7,3,1,5
64563,E00004129,E00004129,Output Areas and Small Areas,OASA,2,6,6,6,3,0,1,1,2,3,3,3,0,3,3,3,0,7,3,0,2,2,1,0,6,3,3,4,3,0,2,0,0,0,0,1,0,0,0,0,4,0,1,0,0,5,2,5,4,3,1,1,0,0,0,0,0,1,0,0,1,0,1,2,0,0,1,2,4,4,2,12,16,7,15,3,9,13,6,13,9,7,3,6,2,4,4,3,1,4,2
64564,E00004130,E00004130,Output Areas and Small Areas,OASA,5,1,5,1,2,1,4,3,2,5,1,1,4,4,3,1,2,0,2,1,0,2,2,3,1,0,0,1,3,0,0,3,0,2,0,0,0,2,0,2,0,0,0,3,1,7,1,4,3,3,3,3,1,1,1,1,1,2,1,2,2,2,2,1,0,2,5,2,3,19,4,9,5,8,14,11,3,8,6,9,6,5,3,5,5,6,4,3,6,0,3
64565,E00004131,E00004131,Output Areas and Small Areas,OASA,8,5,13,4,3,3,3,5,6,4,0,3,0,1,2,3,5,4,3,2,2,0,2,2,1,2,2,0,2,2,2,1,0,1,3,0,1,0,1,0,0,0,0,11,1,2,6,3,2,8,2,2,4,2,3,1,3,3,0,0,0,1,2,2,0,0,0,2,1,6,8,2,5,4,6,8,3,3,6,6,4,2,10,8,6,3,3,3,4,7,11
64566,E00004132,E00004132,Output Areas and Small Areas,OASA,1,0,4,1,2,1,2,2,1,1,1,3,2,1,0,2,1,2,0,0,1,0,2,1,1,2,1,1,0,0,0,0,1,1,1,0,1,0,0,1,2,0,1,1,0,6,7,4,3,3,2,3,2,2,2,1,0,0,1,1,2,2,4,1,0,1,0,1,0,0,8,1,4,3,7,6,13,7,5,11,7,2,5,3,4,5,5,2,4,7,2
64567,E00004133,E00004133,Output Areas and Small Areas,OASA,2,2,2,1,11,3,6,1,2,1,1,1,1,2,2,0,3,1,1,2,3,2,2,3,3,3,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,4,2,5,7,1,4,2,5,3,5,3,1,0,2,2,4,2,3,1,0,0,2,2,4,9,4,6,3,7,8,4,7,9,3,8,12,5,6,4,4,3,7,5,2,4,2
64568,E00004134,E00004134,Output Areas and Small Areas,OASA,1,5,3,4,1,4,2,2,4,1,2,2,6,4,1,1,0,0,1,2,2,1,2,2,1,0,0,1,2,1,1,3,2,1,0,2,1,0,2,0,0,1,0,0,2,3,1,3,1,0,3,0,1,2,1,1,2,1,1,2,2,0,2,0,1,1,6,4,5,6,4,1,2,6,4,2,3,8,4,2,1,3,3,2,2,4,4,5,1,2,3
64569,E00004135,E00004135,Output Areas and Small Areas,OASA,0,1,1,2,0,1,0,0,0,0,1,0,0,1,4,0,2,4,1,4,0,2,0,1,0,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,3,1,3,7,4,7,3,5,9,5,4,8,8,13,3,1,2,3,3,0,4,6,1,0
64570,E00004136,E00004136,Output Areas and Small Areas,OASA,0,1,2,2,4,2,2,2,1,0,1,2,1,1,3,0,0,3,2,1,0,0,5,3,1,1,2,1,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,5,6,5,3,2,2,2,2,0,3,2,1,2,0,2,2,3,1,1,1,5,0,2,3,2,4,5,9,4,4,7,8,8,5,10,7,8,3,2,3,10,2,6,6,5,4
64571,E00004137,E00004137,Output Areas and Small Areas,OASA,2,2,13,3,2,3,5,3,2,4,4,0,4,1,4,3,7,2,3,4,2,5,2,1,2,0,0,2,1,1,1,2,0,1,4,2,2,1,0,0,2,0,0,6,1,4,1,7,4,1,0,1,2,1,2,1,2,2,2,0,0,0,0,0,0,0,0,2,3,3,3,2,3,5,7,9,10,7,4,10,9,11,10,6,2,3,7,5,2,5,5
64572,E00004138,E00004138,Output Areas and Small Areas,OASA,0,2,1,1,1,1,2,2,6,1,3,3,2,3,3,3,3,4,6,5,2,0,3,2,1,5,3,2,0,2,1,2,1,0,1,3,1,2,1,1,0,0,0,0,0,4,5,5,1,3,3,2,2,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,6,5,4,5,9,6,3,9,8,9,8,8,5,2,8,2,1,3,1,2,2
64573,E00004139,E00004139,Output Areas and Small Areas,OASA,1,4,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,21,27,15,20,6,10,9,3,1,3,1,5,1,1,0,1,4,4,8,7,9,10,13,13,5,12,7,7,7,6,9,7,10,8,6,3,10,6,3,5,4,1,1,3,1,3
64574,E00004140,E00004140,Output Areas and Small Areas,OASA,3,1,3,1,3,2,1,1,5,1,3,1,2,1,1,3,2,4,0,1,1,3,3,0,2,1,1,1,0,0,1,4,0,1,6,1,1,0,1,1,2,2,0,0,3,4,2,3,2,1,1,2,2,1,0,1,1,2,1,1,1,0,0,0,0,0,2,3,1,1,1,3,3,10,4,9,7,8,9,7,10,3,1,1,5,5,3,5,2,3,1
64575,E00004141,E00004141,Output Areas and Small Areas,OASA,2,1,6,1,4,3,1,3,4,2,1,0,4,1,1,4,0,3,4,2,6,1,0,2,2,3,7,0,0,0,2,1,0,0,1,0,1,0,2,2,0,0,0,1,0,2,1,2,3,2,0,2,0,0,2,0,0,0,1,1,2,0,2,0,0,1,0,2,5,4,4,2,2,0,7,5,4,3,6,1,4,3,9,3,2,6,4,2,4,4,3
64576,E00004142,E00004142,Output Areas and Small Areas,OASA,2,6,5,2,3,3,4,1,3,0,3,1,0,2,0,4,1,3,3,2,0,5,1,2,1,1,1,1,0,1,0,1,0,2,1,1,0,1,0,0,0,0,1,1,2,3,3,1,8,5,3,0,0,1,1,0,0,1,0,0,1,2,1,0,0,2,2,2,4,3,5,10,3,3,5,7,5,5,16,14,10,9,4,3,5,6,1,1,1,7,3
64577,E00004143,E00004143,Output Areas and Small Areas,OASA,4,2,2,2,2,4,3,2,3,2,0,1,2,2,4,4,2,3,2,0,1,1,0,1,2,0,2,0,1,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,3,10,2,5,1,5,2,4,1,4,0,3,0,2,1,2,0,0,2,0,1,1,0,4,1,3,2,7,11,4,7,11,12,6,6,4,6,4,8,3,4,7,0,5,8,5,5
64578,E00004144,E00004144,Output Areas and Small Areas,OASA,1,4,2,0,1,1,2,2,0,1,0,1,3,3,3,6,6,5,4,3,4,0,0,0,1,1,2,1,0,2,2,1,2,1,1,1,0,0,0,0,0,1,2,1,0,11,9,2,5,4,3,0,0,3,3,2,1,0,0,2,0,0,1,0,2,1,2,1,2,3,5,2,4,4,4,8,7,7,5,11,5,4,3,2,7,9,5,2,7,0,1
64579,E00004145,E00004145,Output Areas and Small Areas,OASA,4,5,4,3,2,2,5,1,3,5,2,2,1,1,5,1,2,2,0,0,2,4,2,1,1,2,5,0,1,2,1,0,2,0,1,1,1,0,1,0,1,0,0,0,2,5,3,2,2,0,1,4,1,2,2,5,0,2,0,1,3,1,1,3,1,0,4,4,4,10,7,6,5,6,6,9,5,3,10,4,10,3,5,4,8,9,4,6,1,2,2
64580,E00004146,E00004146,Output Areas and Small Areas,OASA,0,4,5,3,1,1,1,2,2,2,1,6,1,2,3,1,3,1,2,1,1,1,0,0,0,3,1,4,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,2,2,3,3,3,1,4,1,3,2,0,0,1,1,0,2,1,2,1,1,2,2,1,3,5,4,5,6,7,7,7,9,8,4,12,8,10,9,4,8,9,3,10,4,5,1,0,7
64581,E00004147,E00004147,Output Areas and Small Areas,OASA,3,2,2,5,2,3,3,0,2,2,2,2,0,1,4,4,1,1,1,2,2,5,0,2,4,3,3,2,0,1,1,1,2,2,0,1,0,0,0,0,0,0,0,1,2,1,3,0,5,0,4,0,2,2,0,3,0,0,1,0,0,0,0,1,0,0,3,3,1,5,6,14,6,6,15,6,9,7,3,7,2,6,3,4,5,2,5,4,2,2,3
64582,E00004148,E00004148,Output Areas and Small Areas,OASA,0,0,3,2,1,0,3,3,0,1,4,4,0,0,6,4,2,4,2,6,1,1,0,0,1,1,1,2,3,0,2,0,2,0,3,0,0,1,1,0,0,0,0,3,2,0,2,0,1,1,2,0,2,1,3,2,1,3,2,1,0,0,1,0,1,0,3,3,0,4,3,2,7,4,4,3,5,2,2,3,4,1,1,0,3,5,3,6,6,6,3
64583,E00004149,E00004149,Output Areas and Small Areas,OASA,1,3,4,7,2,1,5,6,2,3,4,2,5,4,4,3,3,5,1,3,4,1,2,0,0,0,6,2,4,3,3,2,1,3,2,2,1,1,0,2,1,4,0,3,5,7,7,4,6,1,2,2,3,0,4,1,1,2,1,2,1,2,4,1,4,0,2,4,4,5,6,11,8,13,11,8,11,9,6,9,5,11,8,10,3,3,1,1,9,2,2
64584,E00004150,E00004150,Output Areas and Small Areas,OASA,4,2,4,3,3,2,3,2,4,2,0,0,1,1,0,1,2,3,1,1,3,1,0,0,3,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,16,5,1,2,2,0,1,1,0,1,2,0,0,0,2,1,4,0,0,1,0,7,2,4,21,11,11,18,11,15,18,11,22,12,7,11,5,5,5,2,5,0,1,3,2,3
64585,E00004151,E00004151,Output Areas and Small Areas,OASA,4,3,3,2,7,6,2,1,3,2,1,0,2,1,4,3,1,3,1,2,0,3,0,2,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,2,1,1,1,1,0,2,2,4,3,2,1,3,0,1,4,1,0,0,0,0,0,0,0,1,2,1,0,1,5,7,11,7,6,17,17,13,7,8,11,8,6,7,3,5,3,4,5,4,4,2,4
64586,E00004152,E00004152,Output Areas and Small Areas,OASA,4,3,1,1,0,5,2,3,0,1,6,3,4,0,1,3,0,5,2,5,3,3,1,1,3,1,0,1,1,3,2,1,1,1,1,1,0,2,0,3,0,0,0,1,2,6,5,5,1,3,6,3,5,2,3,2,4,0,2,0,0,5,1,2,1,2,0,1,2,4,3,2,3,4,7,6,5,2,3,4,6,4,5,5,6,4,4,6,6,9,3
64587,E00004153,E00004153,Output Areas and Small Areas,OASA,1,2,3,0,2,2,2,1,1,4,3,1,4,1,2,2,2,1,1,1,0,0,0,2,2,0,6,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,4,1,4,3,1,2,0,1,0,4,1,1,1,1,1,3,2,0,1,0,2,0,0,5,2,5,7,11,11,3,8,7,3,3,4,4,4,7,7,1,7,4,3,6,6,2
64588,E00004154,E00004154,Output Areas and Small Areas,OASA,2,9,3,0,0,1,2,3,1,2,0,1,0,0,3,2,1,1,1,1,0,0,1,0,2,0,2,0,3,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,13,5,7,1,2,0,1,1,2,1,1,9,0,0,0,0,0,0,0,0,4,0,3,2,2,4,5,8,13,18,11,7,8,13,7,10,3,4,14,4,3,14,1,3,0,2
64589,E00004155,E00004155,Output Areas and Small Areas,OASA,5,4,6,4,1,3,2,1,1,1,3,4,1,1,0,0,2,8,0,1,3,0,2,0,0,1,2,2,2,2,0,2,1,2,1,1,0,0,0,0,0,1,0,1,1,5,2,5,8,7,4,4,2,6,0,2,1,2,1,2,3,2,1,1,1,2,2,0,4,2,3,4,4,0,5,5,4,4,11,5,13,3,4,3,6,7,7,4,4,4,9
64590,E00004156,E00004156,Output Areas and Small Areas,OASA,4,6,1,2,5,3,4,1,1,2,1,1,3,1,3,2,0,2,3,1,2,3,2,2,2,1,1,5,1,1,1,4,1,1,0,0,0,0,0,0,0,1,0,1,1,7,4,5,3,2,2,4,1,1,3,0,3,2,0,1,0,0,0,0,0,1,3,1,0,1,1,0,3,3,5,12,3,17,4,6,13,5,9,3,4,3,4,1,2,5,0
64591,E00004157,E00004157,Output Areas and Small Areas,OASA,0,2,1,1,1,4,0,1,2,3,2,0,6,2,2,4,5,1,0,1,1,1,1,1,0,1,3,2,0,2,0,0,2,0,1,0,0,1,0,0,0,0,1,3,1,4,6,5,3,6,1,1,2,2,0,3,1,2,0,2,2,1,3,0,3,0,0,1,8,5,8,6,9,5,3,12,11,10,5,4,0,4,5,1,3,1,5,3,4,1,6
