CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,AB(16-64),C1(16-64),C2(16-64),DE(16-64)
70484,E00010249,E00010249,Output Areas and Small Areas,OASA,19,70,48,90
70485,E00010250,E00010250,Output Areas and Small Areas,OASA,5,25,30,89
70486,E00010252,E00010252,Output Areas and Small Areas,OASA,45,65,73,117
70487,E00010253,E00010253,Output Areas and Small Areas,OASA,8,55,32,92
70488,E00010254,E00010254,Output Areas and Small Areas,OASA,32,56,44,180
70489,E00010256,E00010256,Output Areas and Small Areas,OASA,71,117,68,70
70490,E00010257,E00010257,Output Areas and Small Areas,OASA,10,35,45,108
70491,E00010258,E00010258,Output Areas and Small Areas,OASA,36,60,61,92
70492,E00010259,E00010259,Output Areas and Small Areas,OASA,66,116,48,91
70493,E00010260,E00010260,Output Areas and Small Areas,OASA,78,54,57,59
70494,E00010261,E00010261,Output Areas and Small Areas,OASA,64,100,62,57
70495,E00010262,E00010262,Output Areas and Small Areas,OASA,21,62,44,124
70496,E00010263,E00010263,Output Areas and Small Areas,OASA,47,83,49,91
70497,E00010264,E00010264,Output Areas and Small Areas,OASA,28,44,25,64
70498,E00010265,E00010265,Output Areas and Small Areas,OASA,59,106,34,109
70499,E00010266,E00010266,Output Areas and Small Areas,OASA,74,51,60,110
70500,E00010267,E00010267,Output Areas and Small Areas,OASA,30,71,47,72
70501,E00010268,E00010268,Output Areas and Small Areas,OASA,74,72,56,60
70502,E00010269,E00010269,Output Areas and Small Areas,OASA,60,86,44,95
70503,E00010270,E00010270,Output Areas and Small Areas,OASA,60,66,53,117
70504,E00010271,E00010271,Output Areas and Small Areas,OASA,43,95,37,88
70505,E00010272,E00010272,Output Areas and Small Areas,OASA,41,115,44,82
70506,E00010273,E00010273,Output Areas and Small Areas,OASA,20,50,34,95
70507,E00010274,E00010274,Output Areas and Small Areas,OASA,61,77,52,65
70508,E00010275,E00010275,Output Areas and Small Areas,OASA,34,38,66,109
70509,E00010276,E00010276,Output Areas and Small Areas,OASA,52,53,62,105
70510,E00010277,E00010277,Output Areas and Small Areas,OASA,59,64,46,35
70511,E00010278,E00010278,Output Areas and Small Areas,OASA,53,101,51,99
70512,E00010279,E00010279,Output Areas and Small Areas,OASA,40,93,49,71
70513,E00010280,E00010280,Output Areas and Small Areas,OASA,75,101,37,59
70514,E00010281,E00010281,Output Areas and Small Areas,OASA,64,110,47,72
70515,E00010282,E00010282,Output Areas and Small Areas,OASA,86,83,44,72
70516,E00010283,E00010283,Output Areas and Small Areas,OASA,63,96,7,69
70517,E00010284,E00010284,Output Areas and Small Areas,OASA,63,58,35,62
70518,E00010285,E00010285,Output Areas and Small Areas,OASA,82,115,30,80
70519,E00010286,E00010286,Output Areas and Small Areas,OASA,82,75,43,53
70520,E00010287,E00010287,Output Areas and Small Areas,OASA,77,96,80,121
70521,E00010288,E00010288,Output Areas and Small Areas,OASA,33,54,21,103
70522,E00010289,E00010289,Output Areas and Small Areas,OASA,18,42,28,130
70523,E00010290,E00010290,Output Areas and Small Areas,OASA,37,70,53,129
70524,E00010291,E00010291,Output Areas and Small Areas,OASA,52,88,34,74
70525,E00010292,E00010292,Output Areas and Small Areas,OASA,58,77,73,126
70526,E00010293,E00010293,Output Areas and Small Areas,OASA,45,30,40,59
70527,E00010294,E00010294,Output Areas and Small Areas,OASA,51,97,51,126
70528,E00010295,E00010295,Output Areas and Small Areas,OASA,18,47,47,116
70529,E00010296,E00010296,Output Areas and Small Areas,OASA,44,62,81,92
70530,E00010297,E00010297,Output Areas and Small Areas,OASA,20,47,65,123
70531,E00010298,E00010298,Output Areas and Small Areas,OASA,17,84,48,118
70532,E00010299,E00010299,Output Areas and Small Areas,OASA,43,119,22,51
70533,E00010300,E00010300,Output Areas and Small Areas,OASA,45,58,69,58
70534,E00010301,E00010301,Output Areas and Small Areas,OASA,23,88,45,78
70535,E00010302,E00010302,Output Areas and Small Areas,OASA,10,58,20,107
70536,E00010303,E00010303,Output Areas and Small Areas,OASA,66,83,42,56
70537,E00010304,E00010304,Output Areas and Small Areas,OASA,25,61,52,117
70538,E00010305,E00010305,Output Areas and Small Areas,OASA,49,72,45,101
70539,E00010306,E00010306,Output Areas and Small Areas,OASA,26,62,37,106
70540,E00010307,E00010307,Output Areas and Small Areas,OASA,51,95,62,54
70541,E00010308,E00010308,Output Areas and Small Areas,OASA,58,75,56,86
70542,E00010309,E00010309,Output Areas and Small Areas,OASA,8,48,45,74
70543,E00010310,E00010310,Output Areas and Small Areas,OASA,64,86,42,61
70544,E00010311,E00010311,Output Areas and Small Areas,OASA,42,103,61,145
70545,E00010312,E00010312,Output Areas and Small Areas,OASA,32,74,66,110
70546,E00010313,E00010313,Output Areas and Small Areas,OASA,11,61,33,135
70547,E00010314,E00010314,Output Areas and Small Areas,OASA,11,54,33,77
70548,E00010315,E00010315,Output Areas and Small Areas,OASA,30,50,34,56
70549,E00010316,E00010316,Output Areas and Small Areas,OASA,28,76,54,76
70550,E00010317,E00010317,Output Areas and Small Areas,OASA,68,72,37,68
70551,E00010318,E00010318,Output Areas and Small Areas,OASA,66,54,43,49
70552,E00010319,E00010319,Output Areas and Small Areas,OASA,49,96,31,75
70553,E00010320,E00010320,Output Areas and Small Areas,OASA,72,79,37,87
70554,E00010321,E00010321,Output Areas and Small Areas,OASA,41,43,37,59
70555,E00010322,E00010322,Output Areas and Small Areas,OASA,45,66,72,80
70556,E00010323,E00010323,Output Areas and Small Areas,OASA,87,112,69,78
70557,E00010324,E00010324,Output Areas and Small Areas,OASA,36,69,29,115
70558,E00010325,E00010325,Output Areas and Small Areas,OASA,54,50,54,40
70559,E00010326,E00010326,Output Areas and Small Areas,OASA,114,112,86,121
70560,E00010327,E00010327,Output Areas and Small Areas,OASA,66,94,54,80
70561,E00010328,E00010328,Output Areas and Small Areas,OASA,113,106,56,74
70562,E00010329,E00010329,Output Areas and Small Areas,OASA,37,95,63,108
70563,E00010330,E00010330,Output Areas and Small Areas,OASA,54,66,59,105
70564,E00010331,E00010331,Output Areas and Small Areas,OASA,38,70,84,89
70565,E00010332,E00010332,Output Areas and Small Areas,OASA,49,69,55,69
70566,E00010333,E00010333,Output Areas and Small Areas,OASA,24,87,60,53
70567,E00010334,E00010334,Output Areas and Small Areas,OASA,128,77,10,27
70568,E00010335,E00010335,Output Areas and Small Areas,OASA,89,69,18,15
70569,E00010336,E00010336,Output Areas and Small Areas,OASA,75,56,14,53
70570,E00010337,E00010337,Output Areas and Small Areas,OASA,114,71,13,43
70571,E00010338,E00010338,Output Areas and Small Areas,OASA,111,98,19,28
70572,E00010339,E00010339,Output Areas and Small Areas,OASA,105,83,22,43
70573,E00010340,E00010340,Output Areas and Small Areas,OASA,115,91,23,27
70574,E00010341,E00010341,Output Areas and Small Areas,OASA,148,96,30,17
70575,E00010342,E00010342,Output Areas and Small Areas,OASA,100,129,17,35
70576,E00010343,E00010343,Output Areas and Small Areas,OASA,23,70,53,111
70577,E00010344,E00010344,Output Areas and Small Areas,OASA,93,60,12,31
70578,E00010345,E00010345,Output Areas and Small Areas,OASA,125,72,31,24
70579,E00010346,E00010346,Output Areas and Small Areas,OASA,125,73,7,19
70580,E00010347,E00010347,Output Areas and Small Areas,OASA,103,92,13,12
70581,E00010348,E00010348,Output Areas and Small Areas,OASA,151,63,10,18
70582,E00010349,E00010349,Output Areas and Small Areas,OASA,130,93,17,33
70583,E00010350,E00010350,Output Areas and Small Areas,OASA,97,116,25,30
70584,E00010351,E00010351,Output Areas and Small Areas,OASA,108,95,32,30
70585,E00010352,E00010352,Output Areas and Small Areas,OASA,83,62,27,34
70586,E00010353,E00010353,Output Areas and Small Areas,OASA,62,59,25,38
70587,E00010354,E00010354,Output Areas and Small Areas,OASA,71,81,14,13
70588,E00010355,E00010355,Output Areas and Small Areas,OASA,71,88,7,32
70589,E00010356,E00010356,Output Areas and Small Areas,OASA,124,70,9,20
70590,E00010357,E00010357,Output Areas and Small Areas,OASA,115,87,25,19
70591,E00010358,E00010358,Output Areas and Small Areas,OASA,131,62,11,26
70592,E00010359,E00010359,Output Areas and Small Areas,OASA,93,52,6,24
70593,E00010360,E00010360,Output Areas and Small Areas,OASA,65,66,12,72
70594,E00010361,E00010361,Output Areas and Small Areas,OASA,93,98,24,46
70595,E00010362,E00010362,Output Areas and Small Areas,OASA,108,84,13,20
70596,E00010363,E00010363,Output Areas and Small Areas,OASA,104,80,13,31
70597,E00010364,E00010364,Output Areas and Small Areas,OASA,104,81,40,43
70598,E00010365,E00010365,Output Areas and Small Areas,OASA,26,52,32,85
70599,E00010366,E00010366,Output Areas and Small Areas,OASA,72,88,11,19
70600,E00010367,E00010367,Output Areas and Small Areas,OASA,102,68,16,50
70601,E00010368,E00010368,Output Areas and Small Areas,OASA,111,83,28,53
70602,E00010369,E00010369,Output Areas and Small Areas,OASA,48,83,25,47
70603,E00010370,E00010370,Output Areas and Small Areas,OASA,64,92,24,34
70604,E00010371,E00010371,Output Areas and Small Areas,OASA,132,77,27,20
70605,E00010372,E00010372,Output Areas and Small Areas,OASA,78,109,18,19
70606,E00010373,E00010373,Output Areas and Small Areas,OASA,32,81,50,55
70607,E00010374,E00010374,Output Areas and Small Areas,OASA,38,97,52,145
70608,E00010375,E00010375,Output Areas and Small Areas,OASA,39,101,57,92
70609,E00010376,E00010376,Output Areas and Small Areas,OASA,65,118,64,82
70610,E00010377,E00010377,Output Areas and Small Areas,OASA,36,71,39,84
70611,E00010378,E00010378,Output Areas and Small Areas,OASA,36,63,30,84
70612,E00010379,E00010379,Output Areas and Small Areas,OASA,28,52,45,74
70613,E00010380,E00010380,Output Areas and Small Areas,OASA,35,69,60,118
70614,E00010381,E00010381,Output Areas and Small Areas,OASA,32,47,38,107
70615,E00010382,E00010382,Output Areas and Small Areas,OASA,17,34,53,62
70616,E00010383,E00010383,Output Areas and Small Areas,OASA,22,60,38,81
70617,E00010384,E00010384,Output Areas and Small Areas,OASA,44,65,70,120
70618,E00010385,E00010385,Output Areas and Small Areas,OASA,23,63,37,81
70619,E00010386,E00010386,Output Areas and Small Areas,OASA,48,78,41,92
70620,E00010387,E00010387,Output Areas and Small Areas,OASA,26,63,39,102
70621,E00010388,E00010388,Output Areas and Small Areas,OASA,27,75,39,142
70622,E00010389,E00010389,Output Areas and Small Areas,OASA,49,63,63,96
70623,E00010390,E00010390,Output Areas and Small Areas,OASA,25,60,53,149
70624,E00010391,E00010391,Output Areas and Small Areas,OASA,88,97,60,77
70625,E00010392,E00010392,Output Areas and Small Areas,OASA,5,44,37,88
70626,E00010393,E00010393,Output Areas and Small Areas,OASA,28,52,28,76
70627,E00010394,E00010394,Output Areas and Small Areas,OASA,41,74,53,92
70628,E00010395,E00010395,Output Areas and Small Areas,OASA,45,77,84,74
70629,E00010396,E00010396,Output Areas and Small Areas,OASA,22,56,47,68
70630,E00010397,E00010397,Output Areas and Small Areas,OASA,23,46,41,107
70631,E00010398,E00010398,Output Areas and Small Areas,OASA,31,54,35,66
70632,E00010399,E00010399,Output Areas and Small Areas,OASA,62,83,55,91
70633,E00010400,E00010400,Output Areas and Small Areas,OASA,18,56,54,144
70634,E00010401,E00010401,Output Areas and Small Areas,OASA,35,51,40,80
70635,E00010402,E00010402,Output Areas and Small Areas,OASA,40,93,58,81
70636,E00010403,E00010403,Output Areas and Small Areas,OASA,41,124,40,65
70637,E00010404,E00010404,Output Areas and Small Areas,OASA,6,46,65,114
70638,E00010405,E00010405,Output Areas and Small Areas,OASA,17,43,51,85
70639,E00010406,E00010406,Output Areas and Small Areas,OASA,63,43,54,104
70640,E00010407,E00010407,Output Areas and Small Areas,OASA,20,50,51,67
70641,E00010409,E00010409,Output Areas and Small Areas,OASA,30,74,46,140
70642,E00010410,E00010410,Output Areas and Small Areas,OASA,11,45,35,98
70643,E00010411,E00010411,Output Areas and Small Areas,OASA,47,87,54,72
70644,E00010412,E00010412,Output Areas and Small Areas,OASA,36,65,53,50
70645,E00010413,E00010413,Output Areas and Small Areas,OASA,27,43,30,61
70646,E00010414,E00010414,Output Areas and Small Areas,OASA,50,46,49,55
70647,E00010415,E00010415,Output Areas and Small Areas,OASA,31,110,51,102
70648,E00010416,E00010416,Output Areas and Small Areas,OASA,41,70,48,53
70649,E00010417,E00010417,Output Areas and Small Areas,OASA,50,66,64,70
70650,E00010418,E00010418,Output Areas and Small Areas,OASA,44,63,34,97
70651,E00010419,E00010419,Output Areas and Small Areas,OASA,31,59,44,67
70652,E00010420,E00010420,Output Areas and Small Areas,OASA,16,49,35,116
70653,E00010421,E00010421,Output Areas and Small Areas,OASA,30,71,69,118
70654,E00010422,E00010422,Output Areas and Small Areas,OASA,17,316,44,53
70655,E00010423,E00010423,Output Areas and Small Areas,OASA,36,57,47,119
70656,E00010424,E00010424,Output Areas and Small Areas,OASA,21,84,41,100
70657,E00010425,E00010425,Output Areas and Small Areas,OASA,31,38,57,82
70658,E00010426,E00010426,Output Areas and Small Areas,OASA,12,37,27,96
70659,E00010427,E00010427,Output Areas and Small Areas,OASA,16,80,46,83
70660,E00010428,E00010428,Output Areas and Small Areas,OASA,31,48,53,96
70661,E00010429,E00010429,Output Areas and Small Areas,OASA,38,64,60,92
70662,E00010430,E00010430,Output Areas and Small Areas,OASA,26,72,38,103
70663,E00010431,E00010431,Output Areas and Small Areas,OASA,26,82,38,79
70664,E00010432,E00010432,Output Areas and Small Areas,OASA,16,49,48,135
70665,E00010433,E00010433,Output Areas and Small Areas,OASA,10,42,27,73
70666,E00010434,E00010434,Output Areas and Small Areas,OASA,31,49,25,41
70667,E00010435,E00010435,Output Areas and Small Areas,OASA,23,63,47,103
70668,E00010436,E00010436,Output Areas and Small Areas,OASA,24,304,63,103
70669,E00010437,E00010437,Output Areas and Small Areas,OASA,19,153,40,95
70670,E00010438,E00010438,Output Areas and Small Areas,OASA,36,78,64,98
70671,E00010439,E00010439,Output Areas and Small Areas,OASA,8,38,14,60
70672,E00010440,E00010440,Output Areas and Small Areas,OASA,25,74,58,97
70673,E00010441,E00010441,Output Areas and Small Areas,OASA,15,71,60,121
70674,E00010442,E00010442,Output Areas and Small Areas,OASA,48,73,60,106
70675,E00010443,E00010443,Output Areas and Small Areas,OASA,48,70,47,86
70676,E00010444,E00010444,Output Areas and Small Areas,OASA,8,56,20,99
70677,E00010445,E00010445,Output Areas and Small Areas,OASA,31,68,59,111
70678,E00010446,E00010446,Output Areas and Small Areas,OASA,7,86,59,82
70679,E00010447,E00010447,Output Areas and Small Areas,OASA,21,103,63,106
70680,E00010448,E00010448,Output Areas and Small Areas,OASA,49,64,59,109
70681,E00010449,E00010449,Output Areas and Small Areas,OASA,14,98,37,125
70682,E00010450,E00010450,Output Areas and Small Areas,OASA,49,104,62,94
70683,E00010451,E00010451,Output Areas and Small Areas,OASA,16,47,27,80
70684,E00010452,E00010452,Output Areas and Small Areas,OASA,12,214,32,109
70685,E00010453,E00010453,Output Areas and Small Areas,OASA,15,51,50,88
70686,E00010454,E00010454,Output Areas and Small Areas,OASA,18,75,35,104
70687,E00010455,E00010455,Output Areas and Small Areas,OASA,11,56,35,153
70688,E00010456,E00010456,Output Areas and Small Areas,OASA,67,78,50,123
70689,E00010457,E00010457,Output Areas and Small Areas,OASA,38,78,45,65
70690,E00010458,E00010458,Output Areas and Small Areas,OASA,11,66,61,108
70691,E00010459,E00010459,Output Areas and Small Areas,OASA,59,76,34,128
70692,E00010460,E00010460,Output Areas and Small Areas,OASA,45,75,39,107
70693,E00010461,E00010461,Output Areas and Small Areas,OASA,49,78,48,70
70694,E00010462,E00010462,Output Areas and Small Areas,OASA,58,80,25,76
70695,E00010463,E00010463,Output Areas and Small Areas,OASA,29,56,60,90
70696,E00010464,E00010464,Output Areas and Small Areas,OASA,54,43,80,111
70697,E00010465,E00010465,Output Areas and Small Areas,OASA,19,51,50,137
70698,E00010466,E00010466,Output Areas and Small Areas,OASA,27,32,38,105
70699,E00010467,E00010467,Output Areas and Small Areas,OASA,9,46,69,143
70700,E00010468,E00010468,Output Areas and Small Areas,OASA,19,54,91,189
70701,E00010469,E00010469,Output Areas and Small Areas,OASA,11,41,52,124
70702,E00010470,E00010470,Output Areas and Small Areas,OASA,14,37,38,136
70703,E00010471,E00010471,Output Areas and Small Areas,OASA,85,57,33,70
70704,E00010472,E00010472,Output Areas and Small Areas,OASA,10,22,20,100
70705,E00010473,E00010473,Output Areas and Small Areas,OASA,9,24,24,54
70706,E00010474,E00010474,Output Areas and Small Areas,OASA,40,60,59,97
70707,E00010475,E00010475,Output Areas and Small Areas,OASA,4,29,28,85
70708,E00010476,E00010476,Output Areas and Small Areas,OASA,94,75,43,58
70709,E00010477,E00010477,Output Areas and Small Areas,OASA,14,33,45,127
70710,E00010478,E00010478,Output Areas and Small Areas,OASA,25,45,40,106
70711,E00010479,E00010479,Output Areas and Small Areas,OASA,55,66,74,77
70712,E00010480,E00010480,Output Areas and Small Areas,OASA,62,93,41,85
70713,E00010481,E00010481,Output Areas and Small Areas,OASA,35,55,52,77
70714,E00010482,E00010482,Output Areas and Small Areas,OASA,67,80,40,106
70715,E00010483,E00010483,Output Areas and Small Areas,OASA,46,64,48,75
70716,E00010484,E00010484,Output Areas and Small Areas,OASA,73,102,43,64
70717,E00010485,E00010485,Output Areas and Small Areas,OASA,39,90,47,60
70718,E00010486,E00010486,Output Areas and Small Areas,OASA,60,162,66,134
70719,E00010487,E00010487,Output Areas and Small Areas,OASA,50,58,7,83
70720,E00010488,E00010488,Output Areas and Small Areas,OASA,50,90,59,59
70721,E00010489,E00010489,Output Areas and Small Areas,OASA,66,71,24,85
70722,E00010490,E00010490,Output Areas and Small Areas,OASA,65,65,49,58
70723,E00010491,E00010491,Output Areas and Small Areas,OASA,37,131,65,105
70724,E00010492,E00010492,Output Areas and Small Areas,OASA,42,59,42,73
70725,E00010493,E00010493,Output Areas and Small Areas,OASA,61,57,33,25
70726,E00010494,E00010494,Output Areas and Small Areas,OASA,12,71,22,113
70727,E00010495,E00010495,Output Areas and Small Areas,OASA,6,59,37,114
70728,E00010496,E00010496,Output Areas and Small Areas,OASA,21,98,73,92
70729,E00010497,E00010497,Output Areas and Small Areas,OASA,23,43,26,112
70730,E00010498,E00010498,Output Areas and Small Areas,OASA,45,82,40,96
70731,E00010499,E00010499,Output Areas and Small Areas,OASA,24,42,47,120
70732,E00010500,E00010500,Output Areas and Small Areas,OASA,26,66,46,110
70733,E00010501,E00010501,Output Areas and Small Areas,OASA,46,81,46,88
70734,E00010502,E00010502,Output Areas and Small Areas,OASA,15,50,34,99
70735,E00010503,E00010503,Output Areas and Small Areas,OASA,39,68,33,86
70736,E00010504,E00010504,Output Areas and Small Areas,OASA,18,51,56,89
70737,E00010505,E00010505,Output Areas and Small Areas,OASA,36,44,49,83
70738,E00010506,E00010506,Output Areas and Small Areas,OASA,31,55,39,72
70739,E00010507,E00010507,Output Areas and Small Areas,OASA,20,72,46,88
70740,E00010508,E00010508,Output Areas and Small Areas,OASA,32,59,39,110
70741,E00010509,E00010509,Output Areas and Small Areas,OASA,37,60,41,98
70742,E00010510,E00010510,Output Areas and Small Areas,OASA,33,50,47,66
70743,E00010511,E00010511,Output Areas and Small Areas,OASA,32,58,63,107
70744,E00010512,E00010512,Output Areas and Small Areas,OASA,29,61,81,115
70745,E00010513,E00010513,Output Areas and Small Areas,OASA,6,47,35,103
70746,E00010514,E00010514,Output Areas and Small Areas,OASA,38,71,53,80
70747,E00010515,E00010515,Output Areas and Small Areas,OASA,32,76,57,89
70748,E00010516,E00010516,Output Areas and Small Areas,OASA,17,65,60,130
70749,E00010517,E00010517,Output Areas and Small Areas,OASA,13,42,24,152
70750,E00010518,E00010518,Output Areas and Small Areas,OASA,10,43,47,143
70751,E00010519,E00010519,Output Areas and Small Areas,OASA,10,51,40,101
70752,E00010520,E00010520,Output Areas and Small Areas,OASA,20,47,53,114
70753,E00010521,E00010521,Output Areas and Small Areas,OASA,26,45,73,101
70754,E00010522,E00010522,Output Areas and Small Areas,OASA,42,82,36,125
70755,E00010523,E00010523,Output Areas and Small Areas,OASA,7,53,48,99
70756,E00010524,E00010524,Output Areas and Small Areas,OASA,21,67,23,126
70757,E00010525,E00010525,Output Areas and Small Areas,OASA,5,58,58,99
70758,E00010526,E00010526,Output Areas and Small Areas,OASA,33,86,47,122
70759,E00010527,E00010527,Output Areas and Small Areas,OASA,28,53,49,95
70760,E00010528,E00010528,Output Areas and Small Areas,OASA,29,38,37,57
70761,E00010529,E00010529,Output Areas and Small Areas,OASA,17,68,46,98
70762,E00010530,E00010530,Output Areas and Small Areas,OASA,19,38,52,127
70763,E00010531,E00010531,Output Areas and Small Areas,OASA,49,59,34,24
70764,E00010532,E00010532,Output Areas and Small Areas,OASA,25,62,72,89
70765,E00010533,E00010533,Output Areas and Small Areas,OASA,43,95,41,140
70766,E00010534,E00010534,Output Areas and Small Areas,OASA,16,51,46,106
70767,E00010535,E00010535,Output Areas and Small Areas,OASA,65,71,59,73
70768,E00010536,E00010536,Output Areas and Small Areas,OASA,27,70,69,57
70769,E00010537,E00010537,Output Areas and Small Areas,OASA,52,73,76,65
70770,E00010538,E00010538,Output Areas and Small Areas,OASA,53,75,66,48
70771,E00010539,E00010539,Output Areas and Small Areas,OASA,36,112,170,81
70772,E00010540,E00010540,Output Areas and Small Areas,OASA,67,78,50,86
70773,E00010541,E00010541,Output Areas and Small Areas,OASA,72,80,55,59
70774,E00010542,E00010542,Output Areas and Small Areas,OASA,65,84,37,75
70775,E00010543,E00010543,Output Areas and Small Areas,OASA,70,88,52,106
70776,E00010544,E00010544,Output Areas and Small Areas,OASA,36,97,49,87
70777,E00010545,E00010545,Output Areas and Small Areas,OASA,79,84,72,92
70778,E00010546,E00010546,Output Areas and Small Areas,OASA,74,79,52,94
70779,E00010547,E00010547,Output Areas and Small Areas,OASA,38,70,101,98
70780,E00010548,E00010548,Output Areas and Small Areas,OASA,39,76,46,76
70781,E00010549,E00010549,Output Areas and Small Areas,OASA,61,55,59,98
70782,E00010550,E00010550,Output Areas and Small Areas,OASA,31,58,28,158
70783,E00010551,E00010551,Output Areas and Small Areas,OASA,45,83,54,125
70784,E00010552,E00010552,Output Areas and Small Areas,OASA,23,82,59,136
70785,E00010553,E00010553,Output Areas and Small Areas,OASA,71,112,98,138
70786,E00010554,E00010554,Output Areas and Small Areas,OASA,16,47,29,99
70787,E00010555,E00010555,Output Areas and Small Areas,OASA,42,87,54,96
70788,E00010556,E00010556,Output Areas and Small Areas,OASA,60,78,56,104
70789,E00010557,E00010557,Output Areas and Small Areas,OASA,40,77,33,62
70790,E00010558,E00010558,Output Areas and Small Areas,OASA,48,109,85,120
70791,E00010559,E00010559,Output Areas and Small Areas,OASA,39,145,90,146
70792,E00010560,E00010560,Output Areas and Small Areas,OASA,44,57,28,55
70793,E00010561,E00010561,Output Areas and Small Areas,OASA,72,47,38,53
70794,E00010562,E00010562,Output Areas and Small Areas,OASA,48,79,61,95
70795,E00010563,E00010563,Output Areas and Small Areas,OASA,51,72,37,122
70796,E00010564,E00010564,Output Areas and Small Areas,OASA,56,105,47,52
70797,E00010565,E00010565,Output Areas and Small Areas,OASA,59,90,34,53
70798,E00010566,E00010566,Output Areas and Small Areas,OASA,32,66,77,98
70799,E00010567,E00010567,Output Areas and Small Areas,OASA,88,65,54,28
70800,E00010568,E00010568,Output Areas and Small Areas,OASA,48,86,64,78
73557,E00013385,E00013385,Output Areas and Small Areas,OASA,99,116,45,89
73558,E00013386,E00013386,Output Areas and Small Areas,OASA,118,39,3,31
73559,E00013387,E00013387,Output Areas and Small Areas,OASA,70,37,24,40
73560,E00013388,E00013388,Output Areas and Small Areas,OASA,76,56,21,43
73561,E00013389,E00013389,Output Areas and Small Areas,OASA,115,41,9,10
73562,E00013390,E00013390,Output Areas and Small Areas,OASA,162,86,13,40
73563,E00013391,E00013391,Output Areas and Small Areas,OASA,28,28,9,62
73564,E00013392,E00013392,Output Areas and Small Areas,OASA,15,57,52,153
73565,E00013393,E00013393,Output Areas and Small Areas,OASA,19,41,31,61
73566,E00013395,E00013395,Output Areas and Small Areas,OASA,28,45,20,32
73567,E00013397,E00013397,Output Areas and Small Areas,OASA,209,114,20,51
73568,E00013398,E00013398,Output Areas and Small Areas,OASA,96,41,24,15
73569,E00013399,E00013399,Output Areas and Small Areas,OASA,140,63,31,63
73570,E00013400,E00013400,Output Areas and Small Areas,OASA,68,62,12,26
73571,E00013401,E00013401,Output Areas and Small Areas,OASA,109,62,6,16
73572,E00013402,E00013402,Output Areas and Small Areas,OASA,26,40,27,41
73573,E00013403,E00013403,Output Areas and Small Areas,OASA,120,48,15,22
73574,E00013404,E00013404,Output Areas and Small Areas,OASA,143,55,3,7
73575,E00013405,E00013405,Output Areas and Small Areas,OASA,137,45,23,19
73576,E00013406,E00013406,Output Areas and Small Areas,OASA,179,74,5,11
73577,E00013407,E00013407,Output Areas and Small Areas,OASA,120,44,5,4
73578,E00013408,E00013408,Output Areas and Small Areas,OASA,157,47,7,10
73579,E00013409,E00013409,Output Areas and Small Areas,OASA,147,90,22,44
73580,E00013410,E00013410,Output Areas and Small Areas,OASA,124,66,3,12
73581,E00013411,E00013411,Output Areas and Small Areas,OASA,63,62,33,51
73582,E00013412,E00013412,Output Areas and Small Areas,OASA,131,72,21,36
73583,E00013413,E00013413,Output Areas and Small Areas,OASA,112,43,5,10
73584,E00013414,E00013414,Output Areas and Small Areas,OASA,65,77,14,83
73585,E00013415,E00013415,Output Areas and Small Areas,OASA,32,65,42,83
73586,E00013416,E00013416,Output Areas and Small Areas,OASA,47,59,21,75
73587,E00013417,E00013417,Output Areas and Small Areas,OASA,40,95,25,68
73588,E00013418,E00013418,Output Areas and Small Areas,OASA,23,60,24,64
73589,E00013419,E00013419,Output Areas and Small Areas,OASA,150,97,21,30
73590,E00013420,E00013420,Output Areas and Small Areas,OASA,170,76,9,33
73591,E00013421,E00013421,Output Areas and Small Areas,OASA,61,48,36,65
73592,E00013422,E00013422,Output Areas and Small Areas,OASA,113,103,9,22
73593,E00013423,E00013423,Output Areas and Small Areas,OASA,75,55,17,22
73594,E00013424,E00013424,Output Areas and Small Areas,OASA,92,65,29,72
73595,E00013425,E00013425,Output Areas and Small Areas,OASA,115,110,34,74
73596,E00013426,E00013426,Output Areas and Small Areas,OASA,38,43,14,45
73597,E00013428,E00013428,Output Areas and Small Areas,OASA,51,25,8,13
73598,E00013429,E00013429,Output Areas and Small Areas,OASA,44,52,7,20
73599,E00013430,E00013430,Output Areas and Small Areas,OASA,36,21,0,5
73600,E00013431,E00013431,Output Areas and Small Areas,OASA,72,116,0,4
73601,E00013432,E00013432,Output Areas and Small Areas,OASA,26,58,49,59
73602,E00013434,E00013434,Output Areas and Small Areas,OASA,120,62,7,6
73603,E00013435,E00013435,Output Areas and Small Areas,OASA,49,85,67,79
73604,E00013437,E00013437,Output Areas and Small Areas,OASA,36,58,23,60
73605,E00013438,E00013438,Output Areas and Small Areas,OASA,94,152,34,91
73606,E00013439,E00013439,Output Areas and Small Areas,OASA,73,107,0,7
73607,E00013440,E00013440,Output Areas and Small Areas,OASA,87,74,18,74
73608,E00013441,E00013441,Output Areas and Small Areas,OASA,28,47,12,38
73609,E00013442,E00013442,Output Areas and Small Areas,OASA,107,83,32,43
73610,E00013443,E00013443,Output Areas and Small Areas,OASA,47,92,45,73
73611,E00013444,E00013444,Output Areas and Small Areas,OASA,33,73,38,68
73612,E00013445,E00013445,Output Areas and Small Areas,OASA,15,55,17,63
73613,E00013446,E00013446,Output Areas and Small Areas,OASA,70,33,2,8
73614,E00013447,E00013447,Output Areas and Small Areas,OASA,97,82,37,54
73615,E00013448,E00013448,Output Areas and Small Areas,OASA,32,53,18,61
