age,sex,household_size,english_proficiency,marital_status,number_of_cars_and_vans,economic_activity,ethnic_group,highest_qualification,approximated_social_grade
41,1,1,-9,1,0,2,1,15,1
0,1,4,-9,1,1,-9,18,-9,-9
33,2,2,-9,1,1,2,1,15,1
35,2,2,-9,1,1,2,1,15,4
32,2,2,-9,5,0,2,4,15,2
36,2,4,1,2,1,2,4,15,1
31,1,2,-9,2,1,2,9,15,1
20,1,4,-9,1,0,8,1,14,2
8,1,5,-9,1,4,-9,14,-9,-9
24,1,3,-9,1,1,2,1,15,2
5,2,4,1,1,0,-9,1,-9,-9
21,1,5,-9,1,0,13,1,14,2
80,1,1,-9,1,0,12,1,14,-9
10,2,3,-9,1,0,-9,15,-9,-9
3,2,4,-9,1,1,-9,7,-9,-9
23,1,5,-9,1,0,2,1,15,2
80,1,2,-9,5,0,12,1,10,-9
34,1,3,-9,1,0,6,1,15,3
12,2,7,-9,1,0,-9,11,-9,-9
32,2,2,1,2,0,2,4,15,2
19,2,5,1,1,1,13,4,14,3
46,2,2,-9,5,0,1,1,14,4
44,2,2,-9,2,0,2,14,15,2
27,2,1,-9,5,0,15,13,10,2
37,2,1,-9,5,0,2,4,15,3
23,2,1,-9,1,0,13,4,15,2
0,1,4,-9,1,0,-9,1,-9,-9
1,2,3,-9,1,0,-9,7,-9,-9
37,1,2,-9,3,1,2,1,15,1
26,2,3,1,1,0,2,4,15,1
11,1,3,-9,1,1,-9,1,-9,-9
11,1,4,-9,1,0,-9,1,-9,-9
15,1,4,-9,1,0,-9,4,-9,-9
35,2,2,3,1,1,2,4,16,3
35,1,2,-9,1,1,2,1,14,1
39,2,2,2,1,1,2,4,16,4
21,2,2,1,2,0,11,17,10,2
29,1,3,-9,1,0,2,12,15,2
12,2,2,-9,1,0,-9,5,-9,-9
44,2,1,-9,1,0,2,15,11,2
47,2,1,1,1,0,16,16,16,3
52,2,2,3,2,0,15,4,10,4
18,2,6,1,1,1,8,9,15,4
28,2,2,3,2,0,1,14,10,3
28,1,3,-9,1,1,2,1,15,1
29,1,3,-9,2,1,2,1,15,3
28,1,3,-9,1,0,6,2,15,2
66,1,1,-9,5,1,2,1,15,-9
24,2,9,2,1,0,8,4,15,3
36,1,1,-9,1,0,2,1,15,2
23,1,5,1,1,0,1,4,15,3
47,1,1,-9,5,0,6,1,12,2
18,1,3,-9,1,0,13,14,14,4
25,2,3,-9,1,0,1,8,12,4
31,2,3,-9,1,1,7,10,12,3
15,1,4,-9,1,2,-9,4,-9,-9
24,2,3,-9,1,0,2,1,15,2
27,1,9,-9,1,3,2,9,10,2
48,2,3,-9,1,0,15,16,10,4
43,2,2,-9,2,0,6,4,15,2
75,1,2,-9,2,2,12,1,15,-9
5,1,2,-9,1,0,-9,15,-9,-9
32,2,2,-9,1,1,2,1,15,1
36,1,9,1,2,3,15,9,15,2
53,2,4,-9,2,0,7,1,11,2
45,2,3,3,1,2,2,13,10,4
14,2,9,-9,1,1,-9,1,-9,-9
21,1,5,-9,1,1,8,1,12,1
52,2,3,1,2,1,2,4,15,1
56,2,4,-9,5,1,2,14,12,3
59,2,4,4,2,1,15,4,10,4
0,2,3,-9,1,1,-9,14,-9,-9
35,2,1,-9,1,0,2,4,15,1
25,1,2,-9,4,1,7,9,15,4
48,1,1,-9,2,1,2,1,15,1
3,2,4,3,1,1,-9,1,-9,-9
9,1,4,-9,1,0,-9,1,-9,-9
63,1,4,-9,1,2,13,1,10,4
48,1,1,-9,5,1,2,1,15,1
64,2,2,-9,5,1,12,1,15,2
30,2,4,-9,1,0,13,1,15,1
23,1,5,-9,1,2,2,9,15,4
20,2,2,1,1,0,14,14,12,4
36,1,4,-9,1,0,7,1,16,2
30,2,2,2,1,1,2,4,15,2
30,2,7,-9,1,1,8,15,15,2
29,1,5,2,2,0,13,1,10,1
46,2,1,-9,5,1,2,1,15,1
10,1,6,-9,1,1,-9,1,-9,-9
9,1,6,-9,1,1,-9,1,-9,-9
31,1,2,-9,2,0,2,1,15,2
7,1,6,-9,1,0,-9,1,-9,-9
24,1,2,-9,1,0,1,1,15,1
34,1,4,-9,5,0,16,8,16,4
37,1,1,-9,4,0,16,14,10,3
58,1,1,-9,5,0,7,15,10,3
45,2,5,-9,4,1,1,14,16,4
28,2,5,1,2,1,7,9,14,4
31,1,2,-9,1,0,1,1,15,2
6,2,5,-9,1,1,-9,1,-9,-9
4,2,5,-9,1,0,-9,14,-9,-9
0,2,4,1,1,1,-9,14,-9,-9
21,1,3,1,1,0,2,14,12,4
5,1,2,2,1,0,-9,14,-9,-9
45,1,1,-9,1,0,4,1,16,3
39,1,3,1,2,1,4,17,16,2
51,1,1,-9,5,0,13,15,12,2
39,2,1,2,1,1,1,12,11,4
9,2,4,-9,1,1,-9,4,-9,-9
90,2,2,4,6,0,15,13,10,-9
17,2,4,1,1,0,11,6,11,3
4,1,3,1,1,1,-9,15,-9,-9
46,2,1,-9,1,0,6,1,15,3
12,1,3,-9,1,0,-9,5,-9,-9
58,1,4,3,2,1,1,12,16,4
29,2,4,1,2,1,14,4,11,4
43,2,2,-9,2,1,2,12,15,1
70,1,3,1,2,1,12,4,16,-9
48,1,1,-9,1,0,5,1,15,4
31,2,3,-9,2,1,5,1,15,1
43,1,4,3,2,1,3,4,10,2
59,2,2,-9,1,0,2,1,14,2
27,2,5,-9,1,0,5,1,15,2
65,2,3,-9,6,0,1,15,10,-9
20,2,3,-9,1,0,7,13,14,3
30,1,3,-9,2,1,5,1,15,1
53,1,2,-9,1,1,1,1,12,2
0,2,3,4,1,0,-9,8,-9,-9
6,2,3,-9,1,1,-9,5,-9,-9
39,2,4,-9,4,1,1,14,12,2
40,1,3,-9,2,0,6,1,15,3
47,1,1,-9,5,1,2,1,11,1
33,2,3,-9,2,1,14,1,12,1
24,1,6,-9,1,0,7,16,15,4
51,2,2,2,5,0,15,18,10,2
8,2,4,-9,1,1,-9,7,-9,-9
24,1,5,1,1,0,2,4,15,2
80,2,1,-9,6,0,7,16,10,-9
22,2,5,-9,1,1,8,15,14,3
44,1,3,-9,1,1,1,1,15,1
30,2,5,3,2,1,14,11,16,2
34,2,2,-9,1,0,2,4,15,1
54,1,1,-9,1,1,6,1,15,2
34,2,2,-9,1,1,6,1,15,2
8,1,5,-9,1,1,-9,1,-9,-9
27,1,4,-9,1,0,8,1,15,1
4,1,3,-9,1,1,-9,1,-9,-9
80,1,4,-9,2,1,12,16,16,-9
44,2,5,-9,1,1,4,4,15,1
38,1,2,-9,1,0,2,1,15,1
61,2,1,-9,5,0,12,1,15,2
8,1,3,-9,1,0,-9,1,-9,-9
12,1,3,-9,1,1,-9,1,-9,-9
26,2,1,-9,1,0,6,1,15,3
18,2,4,-9,1,1,-9,-9,-9,-9
39,2,3,1,2,0,2,4,15,1
27,1,3,-9,1,0,2,1,15,2
20,2,4,-9,1,0,13,1,15,2
3,2,3,-9,1,0,-9,15,-9,-9
7,1,2,-9,1,0,-9,15,-9,-9
32,1,3,-9,1,0,2,1,15,2
67,2,1,-9,4,0,12,2,16,-9
12,1,2,1,1,0,-9,4,-9,-9
44,1,4,-9,2,0,2,14,16,2
63,1,3,-9,2,0,15,1,10,4
24,2,4,-9,1,0,2,4,10,2
43,1,5,-9,2,1,2,1,15,1
2,1,5,-9,1,2,-9,1,-9,-9
40,2,3,-9,1,0,2,4,15,1
0,1,3,-9,1,0,-9,15,-9,-9
48,2,1,-9,1,0,2,15,15,2
33,2,3,-9,1,0,2,1,15,2
60,1,2,3,2,0,12,12,10,4
27,1,4,-9,1,0,2,1,15,2
30,2,2,-9,1,1,2,1,15,1
70,2,1,-9,6,0,12,15,10,-9
24,1,3,-9,1,0,6,1,15,2
31,1,3,-9,1,0,2,4,15,2
23,2,4,-9,1,0,13,4,15,1
52,2,3,-9,1,0,11,16,11,2
46,1,4,3,2,1,1,4,10,4
63,2,3,-9,6,0,12,1,10,4
25,2,5,1,1,0,5,1,15,2
37,2,1,-9,5,0,2,4,15,1
25,1,3,-9,1,2,2,1,14,2
6,2,4,1,1,1,-9,4,-9,-9
22,1,2,-9,1,0,6,1,12,2
61,2,1,-9,5,0,12,1,12,4
40,2,3,-9,1,1,2,16,15,2
40,1,8,3,2,1,2,13,10,4
47,2,4,-9,1,0,15,1,10,2
12,2,4,-9,1,0,-9,8,-9,-9
29,2,4,-9,2,1,15,1,10,3
43,2,2,-9,1,0,1,14,16,3
51,1,1,-9,1,1,6,1,15,2
29,1,2,-9,1,0,2,1,14,2
24,1,4,-9,1,1,2,1,15,1
23,1,2,-9,1,1,2,1,15,2
45,1,2,-9,5,1,2,1,14,2
32,2,4,-9,1,1,1,1,10,2
38,2,4,-9,2,3,1,1,15,1
24,1,3,-9,1,0,1,4,15,4
36,2,1,-9,1,1,9,1,12,2
61,1,1,-9,1,0,2,9,15,1
0,1,5,4,1,0,-9,16,-9,-9
3,2,6,-9,1,1,-9,14,-9,-9
4,2,5,-9,1,0,-9,6,-9,-9
3,1,4,-9,1,0,-9,13,-9,-9
55,2,1,-9,1,0,7,15,15,2
80,2,1,-9,1,0,12,15,11,-9
31,2,2,-9,1,0,7,1,15,1
5,1,5,2,1,1,-9,8,-9,-9
5,2,3,-9,1,1,-9,1,-9,-9
28,1,2,-9,1,0,6,1,15,1
29,2,5,2,4,0,14,11,10,4
13,2,6,1,1,1,-9,11,-9,-9
2,1,4,-9,1,0,-9,14,-9,-9
50,1,2,-9,1,0,15,1,10,4
37,2,3,-9,2,1,6,1,15,1
41,1,3,-9,1,1,6,4,16,1
27,1,5,-9,1,2,2,1,15,2
43,2,1,-9,1,0,7,1,12,2
54,1,3,-9,2,1,12,15,12,3
29,1,3,-9,1,0,2,4,15,1
21,1,4,-9,1,0,-9,-9,-9,-9
29,1,2,-9,1,0,2,1,15,2
64,1,5,-9,2,1,12,14,14,4
57,1,5,-9,6,0,6,18,14,1
28,1,2,-9,1,1,6,1,13,3
85,2,1,-9,1,0,12,1,15,-9
34,1,5,-9,1,1,2,1,14,1
7,1,8,-9,1,1,-9,15,-9,-9
39,1,2,-9,1,0,7,14,11,3
26,1,3,-9,1,0,2,1,15,1
44,1,4,-9,1,0,7,10,11,2
32,1,3,-9,1,0,2,1,15,4
46,1,1,-9,1,1,16,13,12,4
0,1,6,1,1,0,-9,11,-9,-9
19,2,4,2,1,0,13,13,14,4
34,2,4,-9,2,0,1,15,11,2
75,1,1,-9,5,0,12,15,11,-9
64,2,1,-9,2,0,1,15,11,4
9,2,2,-9,1,1,-9,14,-9,-9
17,1,5,-9,1,0,7,1,11,2
0,2,3,-9,1,1,-9,16,-9,-9
50,2,2,-9,1,1,2,1,14,3
64,1,2,-9,2,1,2,1,10,3
25,1,3,-9,1,2,7,12,11,4
85,1,1,-9,6,0,12,1,12,-9
70,1,2,-9,2,1,12,6,15,-9
52,1,9,-9,2,0,14,11,10,4
14,2,4,-9,1,0,-9,1,-9,-9
35,2,3,-9,5,0,14,1,10,4
85,2,1,4,6,0,16,13,10,-9
26,1,2,-9,1,0,2,1,15,1
75,1,1,-9,5,1,12,2,10,-9
30,2,6,1,2,1,14,16,14,3
44,1,6,-9,1,1,2,14,12,2
80,2,1,-9,1,0,12,1,10,-9
47,2,5,4,2,0,2,9,16,4
13,2,4,1,1,0,-9,15,-9,-9
25,1,4,-9,1,1,13,14,15,2
5,1,4,-9,1,0,-9,16,-9,-9
32,2,1,-9,1,0,15,16,12,2
50,2,3,-9,1,1,1,1,15,1
3,1,4,-9,1,1,-9,10,-9,-9
33,1,2,1,2,2,2,4,14,2
23,2,8,2,1,0,1,4,16,3
3,2,4,-9,1,0,-9,14,-9,-9
3,2,5,4,1,1,-9,4,-9,-9
31,1,2,-9,1,0,2,1,15,1
3,1,3,-9,1,0,-9,14,-9,-9
2,1,3,3,1,1,-9,4,-9,-9
26,1,4,-9,1,2,9,1,15,2
12,2,6,-9,1,0,-9,17,-9,-9
20,1,5,1,1,1,2,4,16,4
34,2,3,-9,2,2,2,1,15,2
27,2,2,-9,1,1,2,1,15,1
54,2,4,2,2,1,1,9,14,2
27,1,5,3,1,0,13,4,15,-9
59,2,2,-9,2,1,2,15,15,2
39,1,4,-9,1,1,2,1,15,1
32,2,2,-9,1,0,2,1,15,1
12,1,7,-9,1,0,-9,11,-9,-9
55,1,1,-9,5,0,1,1,10,4
3,1,2,-9,1,1,-9,18,-9,-9
33,1,3,2,2,2,6,4,16,3
66,1,2,-9,2,1,5,1,15,-9
55,1,1,-9,5,1,2,1,15,1
21,1,3,-9,1,1,1,15,14,3
44,1,1,-9,1,0,2,1,12,2
38,2,3,-9,1,0,7,15,14,2
4,1,6,-9,1,1,-9,11,-9,-9
22,1,3,-9,1,1,7,15,11,4
70,2,6,3,2,1,14,11,10,-9
5,1,6,-9,1,0,-9,14,-9,-9
28,1,3,-9,1,1,13,14,15,2
21,1,2,1,1,0,13,4,15,2
35,1,2,-9,2,1,2,4,16,4
34,1,2,-9,2,1,2,1,12,4
52,2,2,-9,5,1,2,14,12,2
1,2,9,-9,1,1,-9,11,-9,-9
35,2,3,-9,2,1,5,13,12,3
11,2,5,-9,1,0,-9,1,-9,-9
44,2,5,-9,2,4,6,9,15,1
21,1,4,1,1,1,13,13,14,3
13,2,4,-9,1,0,-9,1,-9,-9
63,1,1,4,4,0,12,4,10,4
15,2,3,-9,1,0,-9,14,-9,-9
24,2,4,2,2,1,14,11,11,4
30,2,3,-9,1,0,2,1,15,2
34,2,2,-9,1,0,5,1,11,3
6,2,4,-9,1,1,-9,18,-9,-9
51,2,1,-9,4,1,2,15,14,2
26,1,4,2,1,0,10,4,16,3
13,2,4,-9,1,1,-9,16,-9,-9
17,2,4,1,1,0,13,18,11,4
27,2,6,1,1,0,2,4,15,1
64,2,2,-9,2,0,7,1,15,1
25,2,3,-9,1,0,2,12,15,2
61,1,1,-9,1,0,12,14,12,4
3,1,2,-9,1,0,-9,15,-9,-9
18,2,6,1,1,1,13,9,14,3
23,1,2,-9,1,0,2,1,15,1
48,1,2,-9,2,0,6,14,15,1
3,1,5,-9,1,1,-9,1,-9,-9
28,2,2,-9,1,0,2,14,15,1
19,2,1,-9,1,0,5,15,12,4
29,1,3,-9,1,0,2,1,15,1
22,1,2,-9,1,0,2,1,15,2
3,2,4,-9,1,0,-9,5,-9,-9
36,1,4,-9,2,0,2,1,15,3
25,2,2,2,1,0,13,13,15,2
2,1,5,-9,1,1,-9,18,-9,-9
21,2,5,-9,1,1,13,14,12,2
12,1,3,-9,1,1,-9,14,-9,-9
70,1,2,-9,4,1,2,2,15,-9
70,1,3,4,2,0,12,4,10,-9
27,2,5,-9,1,0,13,14,15,1
70,1,1,-9,5,0,12,15,10,-9
20,1,5,-9,1,1,8,1,15,4
20,1,1,2,1,0,13,18,12,2
85,2,2,3,6,0,16,13,10,-9
23,1,4,-9,1,1,13,14,16,4
33,1,4,2,2,1,7,9,16,2
4,1,5,-9,1,0,-9,14,-9,-9
70,2,2,-9,6,0,12,2,10,-9
48,1,4,-9,2,1,5,14,14,2
9,2,4,-9,1,0,-9,14,-9,-9
58,1,1,-9,5,0,7,15,10,3
31,2,2,-9,1,0,14,5,14,2
3,1,3,-9,1,0,-9,13,-9,-9
47,2,4,1,1,0,7,14,15,4
58,2,3,-9,2,1,1,1,10,4
35,1,4,-9,1,0,6,1,15,2
49,2,2,3,2,0,2,14,10,3
25,1,2,-9,1,0,2,1,16,2
68,2,1,-9,2,1,12,1,10,-9
1,1,4,-9,1,2,-9,11,-9,-9
9,1,6,-9,1,1,-9,14,-9,-9
75,2,1,-9,6,0,12,1,10,-9
18,1,3,-9,1,1,13,1,11,4
6,1,5,-9,1,0,-9,4,-9,-9
6,2,6,1,1,0,-9,14,-9,-9
37,1,3,-9,1,1,2,1,10,4
46,2,2,-9,2,1,6,16,15,1
51,1,2,2,1,0,16,14,11,4
80,2,3,-9,5,0,12,15,10,-9
68,1,1,-9,5,1,12,1,10,-9
17,2,6,-9,1,1,13,18,15,4
8,2,4,-9,1,1,-9,16,-9,-9
39,1,2,-9,1,0,6,2,15,1
52,2,6,-9,4,0,5,14,15,4
3,1,3,-9,1,0,-9,1,-9,-9
19,2,4,-9,1,1,8,14,12,4
11,2,3,-9,1,0,-9,9,-9,-9
2,2,3,-9,1,0,-9,1,-9,-9
33,1,2,2,1,0,8,4,16,1
12,2,3,-9,1,1,-9,1,-9,-9
55,2,2,3,2,1,16,4,10,4
26,2,3,2,1,0,4,4,15,2
44,2,1,-9,5,1,5,1,12,2
42,2,1,-9,5,0,5,14,11,3
44,1,8,1,2,1,1,14,16,4
38,2,4,1,1,0,1,14,13,3
37,1,4,2,2,1,6,17,16,3
4,2,5,-9,1,1,-9,1,-9,-9
5,1,4,-9,1,1,-9,1,-9,-9
37,2,5,-9,2,2,2,1,15,1
33,2,2,1,5,0,2,4,15,1
36,1,4,2,2,0,2,4,16,4
80,1,2,-9,2,0,12,15,10,-9
29,2,6,-9,1,1,2,6,15,4
20,2,5,-9,1,2,13,14,12,3
13,2,5,-9,1,1,-9,14,-9,-9
2,1,3,-9,1,0,-9,15,-9,-9
26,2,3,-9,1,2,2,16,12,4
12,1,5,-9,1,1,-9,7,-9,-9
47,2,4,-9,5,1,15,15,14,4
6,1,2,-9,1,0,-9,16,-9,-9
28,1,3,-9,1,1,2,9,15,2
47,2,5,2,5,0,7,14,16,4
10,2,6,3,1,0,-9,11,-9,-9
66,1,6,2,2,3,3,10,10,-9
31,2,6,2,2,3,6,10,15,2
30,2,6,2,2,1,16,4,10,3
40,1,2,-9,1,0,6,1,15,1
48,1,5,2,2,1,8,11,10,2
29,1,2,1,4,0,2,18,16,3
54,2,1,-9,1,0,15,1,10,4
32,2,3,4,1,0,13,12,11,2
28,1,2,-9,1,0,2,1,15,2
42,1,3,-9,1,1,6,1,15,2
29,2,3,2,1,0,2,9,15,4
2,1,6,4,1,0,-9,4,-9,-9
5,1,9,2,1,0,-9,14,-9,-9
30,1,6,-9,1,1,13,14,15,3
24,1,6,-9,2,2,2,11,15,2
52,1,3,-9,1,1,2,5,10,4
3,1,4,-9,1,1,-9,1,-9,-9
51,1,2,-9,1,0,5,4,15,2
37,2,1,-9,1,1,2,15,15,1
56,1,1,-9,5,0,16,14,10,4
32,2,4,-9,1,1,2,1,15,2
56,1,3,-9,2,1,6,2,12,1
27,2,3,-9,1,0,2,13,15,1
51,1,1,-9,4,1,1,18,10,2
3,2,8,-9,1,1,-9,4,-9,-9
11,2,4,-9,1,1,-9,9,-9,-9
29,2,3,-9,1,1,14,1,10,4
11,1,2,-9,1,1,-9,6,-9,-9
29,2,2,-9,1,0,10,1,15,1
45,2,3,-9,1,0,2,1,12,4
14,1,4,-9,1,1,-9,1,-9,-9
36,2,2,-9,1,1,2,1,15,1
30,2,2,-9,1,2,2,14,15,2
26,1,6,-9,2,0,7,18,10,2
56,2,2,-9,1,1,2,1,15,1
5,2,3,2,1,0,-9,9,-9,-9
37,1,1,-9,1,0,15,1,15,2
49,2,2,-9,1,1,16,2,15,1
29,2,2,-9,1,0,2,4,15,4
29,1,4,-9,1,1,6,4,15,2
25,2,3,1,1,0,2,13,15,2
34,1,2,-9,1,0,2,4,15,1
32,2,2,-9,1,0,1,2,15,1
19,2,9,-9,1,0,-9,-9,-9,-9
2,1,9,-9,1,1,-9,1,-9,-9
62,2,2,-9,5,2,12,1,15,1
33,1,1,-9,1,0,2,1,14,2
68,1,1,-9,5,0,12,1,16,-9
18,1,9,-9,1,0,-9,-9,-9,-9
41,2,5,-9,2,1,2,1,15,1
23,1,2,-9,2,0,16,1,10,2
37,2,3,2,5,1,2,5,15,3
19,1,4,-9,1,0,8,15,12,2
46,2,1,3,5,0,15,18,10,4
70,2,3,3,5,1,12,12,10,-9
58,2,3,-9,1,0,7,5,15,1
75,2,2,-9,2,1,12,1,15,-9
75,1,2,-9,2,1,12,1,10,-9
36,1,5,2,1,0,13,4,10,-9
38,1,4,2,1,0,2,4,12,3
23,1,2,-9,1,2,-9,-9,-9,-9
80,2,1,2,6,0,12,1,10,-9
15,2,9,-9,1,0,-9,4,-9,-9
9,2,7,-9,1,1,-9,1,-9,-9
11,2,8,-9,1,2,-9,1,-9,-9
17,2,7,-9,1,1,13,4,10,3
9,2,9,1,1,1,-9,1,-9,-9
15,1,7,-9,1,0,-9,1,-9,-9
24,1,3,-9,1,0,1,4,16,-9
63,1,4,-9,2,0,12,4,15,1
24,2,2,-9,1,1,11,14,12,2
35,2,2,-9,2,1,2,1,15,1
23,2,4,-9,1,0,2,1,14,3
37,2,2,1,3,0,2,4,15,1
35,1,6,2,2,1,2,11,16,4
29,2,2,-9,1,0,2,1,15,2
5,2,6,-9,1,1,-9,1,-9,-9
25,2,6,-9,1,1,13,14,15,3
57,2,2,3,2,0,15,4,10,4
29,2,6,-9,1,0,14,14,11,4
0,2,3,-9,1,1,-9,1,-9,-9
54,2,1,-9,1,1,4,18,15,1
1,1,4,-9,1,1,-9,1,-9,-9
8,2,6,1,1,0,-9,18,-9,-9
52,2,2,-9,2,1,1,1,14,3
40,1,2,3,1,0,1,4,16,3
19,2,5,-9,1,1,7,16,12,4
42,2,4,2,2,0,13,13,15,2
8,1,7,2,1,0,-9,14,-9,-9
66,2,1,-9,5,0,12,1,15,-9
18,2,6,-9,1,2,13,1,12,4
28,1,3,1,1,1,1,13,14,4
58,2,1,-9,5,1,15,15,10,2
5,2,5,-9,1,1,-9,1,-9,-9
26,1,2,-9,1,0,1,8,12,4
60,2,4,-9,2,1,12,2,10,3
19,1,4,-9,1,1,15,1,12,1
42,2,4,1,1,0,6,4,16,1
62,2,1,-9,5,0,12,1,10,4
52,2,2,2,1,0,15,17,10,4
8,2,4,-9,1,1,-9,1,-9,-9
52,1,2,-9,5,0,2,1,15,2
25,1,3,-9,1,0,5,8,14,1
26,1,4,-9,1,1,13,14,11,2
30,1,3,-9,2,1,2,1,15,3
62,2,1,-9,6,0,12,1,10,4
75,2,1,2,6,0,12,9,10,-9
18,2,5,-9,1,0,13,14,14,3
14,1,2,-9,1,1,-9,1,-9,-9
29,2,5,1,5,1,2,4,11,4
15,2,4,-9,1,0,-9,5,-9,-9
15,2,5,-9,1,1,-9,15,-9,-9
24,1,3,-9,1,0,1,1,15,4
37,1,2,1,1,0,2,1,15,1
29,2,3,-9,1,0,2,4,15,1
38,1,1,-9,1,0,2,16,15,1
13,1,3,-9,1,0,-9,16,-9,-9
42,2,3,3,2,0,1,4,16,4
3,2,3,-9,1,0,-9,4,-9,-9
46,2,1,-9,4,1,2,15,12,3
75,2,1,-9,1,0,12,7,11,-9
12,2,6,-9,1,0,-9,4,-9,-9
58,2,1,-9,1,1,12,1,15,1
57,2,2,-9,2,1,1,1,10,3
30,1,7,-9,2,1,1,1,16,2
29,2,8,-9,2,0,1,1,12,2
39,1,6,-9,2,1,2,4,12,4
5,2,9,-9,1,1,-9,1,-9,-9
24,1,2,-9,1,0,-9,-9,-9,-9
3,1,9,-9,1,0,-9,4,-9,-9
9,1,7,1,1,1,-9,1,-9,-9
18,1,4,-9,1,0,-9,-9,-9,-9
3,1,4,-9,1,0,-9,14,-9,-9
6,1,9,3,1,0,-9,1,-9,-9
4,1,2,-9,1,1,-9,15,-9,-9
17,2,4,-9,1,0,16,15,12,4
20,2,5,-9,1,1,1,1,11,2
65,2,1,-9,1,0,12,15,11,-9
29,1,5,2,1,0,13,8,15,3
63,2,2,-9,2,0,12,18,16,4
19,2,2,-9,1,0,13,1,12,1
67,1,1,-9,1,1,12,1,10,-9
45,2,1,-9,6,0,11,16,12,2
29,2,1,3,1,0,13,14,10,2
27,1,5,2,2,1,6,4,10,4
5,2,3,-9,1,0,-9,14,-9,-9
42,1,2,1,1,0,10,4,14,1
44,2,2,-9,1,1,2,16,15,2
35,1,3,-9,1,0,2,16,15,3
30,2,5,-9,1,1,2,7,15,4
18,2,6,-9,1,1,7,14,11,4
13,1,2,-9,1,0,-9,15,-9,-9
6,1,4,-9,1,1,-9,1,-9,-9
29,1,4,-9,1,1,2,4,13,1
11,1,4,-9,1,1,-9,1,-9,-9
39,2,3,-9,1,1,1,1,15,2
42,2,4,-9,2,1,2,1,15,2
20,2,9,-9,2,1,14,9,12,1
15,1,5,1,1,1,-9,11,-9,-9
4,2,3,-9,1,1,-9,4,-9,-9
70,2,1,-9,6,0,12,14,14,-9
62,2,2,3,2,1,12,13,10,4
57,2,4,2,4,1,16,18,10,4
9,1,3,-9,1,0,-9,1,-9,-9
59,2,1,-9,5,0,15,1,10,4
4,1,9,4,1,1,-9,9,-9,-9
45,2,2,-9,2,0,1,1,11,3
4,1,4,-9,1,0,-9,1,-9,-9
22,2,2,-9,1,0,1,15,11,2
26,1,5,-9,1,1,13,14,15,1
9,1,7,-9,1,2,-9,15,-9,-9
17,1,2,-9,1,0,13,14,12,4
35,1,1,-9,1,1,2,1,15,1
4,1,4,-9,1,0,-9,18,-9,-9
39,2,2,-9,1,1,2,1,15,1
6,1,5,-9,1,1,-9,4,-9,-9
40,2,1,-9,1,1,2,15,12,1
39,2,5,1,2,0,7,14,16,2
43,2,3,-9,1,0,2,5,11,2
58,2,2,-9,1,0,2,15,12,3
31,2,2,-9,1,0,2,1,15,2
34,1,2,-9,1,0,2,1,15,2
20,2,3,2,1,1,2,8,11,-9
30,2,1,-9,1,0,9,1,15,2
24,2,5,-9,1,0,13,1,15,4
33,2,1,-9,1,0,8,4,15,2
29,2,5,-9,1,1,2,1,15,1
67,2,2,-9,6,0,12,1,10,-9
25,2,4,1,1,1,7,4,15,3
42,2,1,-9,2,0,2,1,15,1
7,2,6,-9,1,1,-9,2,-9,-9
13,2,3,1,1,0,-9,4,-9,-9
32,2,3,-9,2,1,2,1,15,1
9,2,5,-9,1,1,-9,14,-9,-9
29,1,4,1,2,1,6,14,16,2
31,2,2,-9,1,0,2,1,15,2
46,1,5,-9,1,1,6,1,14,1
31,1,1,-9,1,1,1,16,12,4
31,1,1,-9,1,0,16,4,14,4
48,2,6,1,2,1,14,10,11,2
45,2,2,-9,5,1,1,1,12,4
21,2,4,1,1,1,13,1,12,3
40,2,4,-9,2,1,14,1,15,1
45,1,4,-9,5,0,4,1,15,2
33,1,1,-9,1,1,7,8,11,4
29,1,3,-9,1,2,2,14,15,1
37,1,4,-9,2,1,2,1,14,1
16,2,4,-9,1,2,13,15,10,2
23,2,4,1,1,0,1,4,12,3
40,1,5,-9,2,1,6,1,15,2
52,2,6,-9,2,0,2,1,10,4
31,2,1,-9,2,0,5,4,15,2
26,2,4,-9,1,2,2,1,11,4
33,2,2,-9,1,0,2,1,15,2
11,1,2,-9,1,0,-9,14,-9,-9
40,2,5,-9,1,0,14,16,10,4
37,1,1,-9,1,0,15,16,10,4
6,1,4,-9,1,0,-9,5,-9,-9
33,1,5,2,1,1,6,4,12,3
10,1,6,-9,1,0,-9,11,-9,-9
34,2,6,3,2,1,14,11,10,2
32,2,4,-9,4,1,1,5,10,1
43,2,5,-9,1,1,5,4,11,2
33,2,6,2,2,1,1,14,10,4
37,2,4,4,4,0,15,4,10,4
28,1,4,-9,2,0,2,1,11,3
8,1,4,-9,1,2,-9,2,-9,-9
4,2,5,-9,1,0,-9,-9,-9,-9
60,1,2,2,5,0,2,4,10,1
15,1,3,-9,1,0,-9,1,-9,-9
58,2,1,-9,5,0,15,1,10,4
42,2,2,-9,2,2,2,14,15,1
52,2,4,-9,2,2,2,15,11,3
5,1,3,-9,1,0,-9,1,-9,-9
16,2,4,-9,1,0,13,1,11,4
4,1,3,-9,1,1,-9,14,-9,-9
39,2,2,2,1,0,2,4,15,2
52,1,1,-9,4,0,15,1,10,4
55,2,2,3,5,1,5,4,16,4
16,1,5,-9,1,2,13,1,10,4
13,2,6,-9,1,1,-9,13,-9,-9
61,2,1,-9,1,0,12,1,12,4
